0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.698712993022972 1.42982853452909 0.863242347694865 1.26632556507735 1.35444071056235 0.823346213933639 0.94604636728926 1.23672863097352 1.05760185821517
LTB 0 0.137626730970367 0.035686766462524 0.205318237379689 0 0 0.0290225821012301 0.180119421595126 0.026201256743864
RPL11 0 0 0 0 0 0 0 0 0
RPL39 0 0 0 0 0 0 0 0.0586699800763504 0
RPL36 0 0 0 0 0 0 0 0 0
RPS25 0 0 0 0 0 0 0 0 0
RPL32 0 0 0 0 0 0 0 0 0
RPL9 0 0 0 0 0 0 0 0.00593727676715657 0
RPL38 0 0.0731702963712986 0 0.121436575387304 0 0 0 0 0
RPLP2 0 0 0 0 0 0 0 0 0
RPL34 0 0 0 0 0 0 0 0.00429144589789587 0
RPS6 0 0 0 0 0 0 0 0 0
RPS29 0 0.268601515317541 0 0.0651111942341333 0 0 0 0.258834560410207 0
TPT1 -0.027752779726409 -0.00957331759790512 -0.0364738215610418 -0.156015344176841 -0.065528302638977 -0.245309169302387 0 0 0
RPL13 0 0 0 2.42607750516756e-05 0 0 0 0 0
RPL36A 0 0.138489235421482 0 0.535495167467786 0 0 0.0303495722021019 0 0
RPS8 0 -0.0621931861033655 0 0 0 0 0 0 0
RPL37 0 0 0 0 0 0 0 0 0
RPS27 0 0 -0.0677178183456029 0 0 0 0 0 0
RPS15A 0 0 0 0 0 0 0 0.0498527413352417 0
RPS3A 0 0 0 0 0 0 0 0 0
RPL7 0 0.785786999034876 0 0.34157335874417 0.176235319877323 0 0 0.271008769580306 0
RPL10 0 0 0 0 0 0 0 0 0
RPL13A 0 0 0 0 0 0 0 0 0
RPS27A 0 0 0 0 0 0 0 0 0
RPL21 0 0.18980506114658 0 0.194108787928064 0 0 0 0 0
ACTB 0 0.0564736476735119 0.0341827988990948 0.145088395758315 0 0 0 0 0
RPL41 0 0 0 0 0 0 0 0 0
RPLP1 0 0 0 -0.000756983089615784 0 0 0 0 0
CD52 0 -0.0254795643222302 -0.00314309748893307 0 0 -0.0242670957881548 0 -0.294622235073321 0
MALAT1 0 -0.166596193218093 0 -0.137246546922369 0 0 -0.0231159067069571 -0.14754148657281 -0.0199076848127117
CD8B 0 -0.336195129979229 -0.0277361210771499 -0.0664851695175599 0 0.00106856173923554 0.312683495860049 0 0
CD8A -0.000121931069811414 -0.287510084055495 0 -0.0341000533455632 -0.0258777828688295 -0.00191525837789233 0.540289423391086 0.000727680172079899 0
CD3D 0 -0.0158365334244145 -0.00768949742059024 0 0 0 0.0617422620803192 -0.274749665375803 0
IL32 0 0 0 0.0143647507028571 0 0.0581545928239857 0 0.0528146570068401 0
TRGC2 0 0.0256328062352753 0.0130568698011779 0.26246572921533 -0.000216054376176954 -0.0670499293985653 0.0149534704695989 -0.356618518737017 0
KLRG1 0 -0.000128527168191711 0 -0.0013591010465989 0 0 0 -0.0765372733850344 0
GZMM 0 0.144607615261192 -0.0206820352270738 0 -0.0419514892102023 -0.102576711640956 0 0 0
TRBC2 0 0.181362944542729 0 0.254584733882845 0.267625241977992 -0.0340398268006826 0 0.0839536375425977 0
CMC1 0.0177489879369756 0.20651076854875 0.0533844321974875 0.0309792018795224 0 0 0 0.00562200715393777 0
CCL5 0.0110335518890942 0.130139005155447 0.00438484619123255 0.0361522134511913 0.043372536070844 0.0162301692705069 0.012767349245263 0.123630340662851 0.0174805749733358
GZMK 0 -0.135930659172221 0.0266652386478972 -0.0340211919708706 -0.0314704113542096 -0.0251453259124076 0.00524511076526007 -0.105973872635451 0
GZMH 0 0 0 0.122133823695113 -0.051842669342471 0 0 -0.280717466099434 -0.00335833119873913
TRAC 0 -0.0205242716661908 0 0.083804587320403 -0.0248203819748782 0 0.109253614662582 0 0
PPBP 0.120390828906204 0.0611645024752225 0.0277038582285623 0.044208726538866 0.028237087576959 0.0926970624430432 0 0 0
DUSP2 0.029150528358311 0 0 0.0135549610733767 0 0.030579178581659 0.0198240526562234 0.0953076166945939 0.00876064347991879
CORO1A 0 0.0620236291766451 0 -0.0763864115081976 0 0 0 0 0
HLA-A 0 -0.206928713317586 0 -0.215899115650085 0 0.0185855066444988 0 0 0
SUB1 0 0.535059059299084 0.273198632489879 1.07628719380916 0.42283517648634 0.104182200196298 0 0.735188144867674 0
NKG7 0 0 0.0979553425072634 0.160261467661011 0.0110752600621097 0.00122235253074971 0.083552098403172 0.0208524550487372 0
RPS26 0 0.0498482930503865 0 -0.031441359022993 0 0 0 -0.00138630187147138 0
HLA-B 0 0 0 0 0 0 0 0 0
KLRB1 0.0055499636562681 -0.0711737478052795 0.0567028023568992 0 0.0227817243985443 0 0 0.0442596403332449 0.04444411207414
SH3BGRL3 0 0 0 -0.351423310064941 0 0 0 0 0
PFN1 0 -0.0704158985454786 -0.183071927304058 0 0 0 -0.0758395818505279 -0.22285829004521 -0.0590989572385184
RPS19 0 -0.0721094224914853 -6.65509229082211e-05 -0.0310478506760098 0 -0.0275348701387309 0 -0.040154307237889 0
RPS2 0 0 0 -0.214157131137714 0 0 0 -0.000356239269072275 0
RPS3 0 0 0 0 0.219996379164347 0.0183282544098671 0 0 0
RPS18 0 0.00186158854652872 0 0 0 0 0 0 0
RPS12 0 0 0 0 0 0 0 0 0
RPL28 0 0 0 0 0 0 0 0 0
LYZ 0 0 0 0.147009514907574 0 0.0464094356634953 0 0 0
S100A12 0 -0.0421480270332663 -0.0195315005848839 -0.0643213092583895 0 -0.186559758993101 0 0.194613906352936 0
AC020656.1 0 0 0.0105821704637499 0.069752076235785 0.144595593908187 0.0151919605207539 0 0 0
FOS 0 -0.000540981834372733 0.000198052461614897 -0.000594148191718245 0 0 0 -0.109233506766743 0
IL1B -0.188291193157526 0 -0.116777157722067 -0.062698188783207 0 -0.352456904299111 0 -0.523586966531482 0
ZFP36 -0.0786550689517149 -0.156052512125975 -0.144250347189882 -0.0936438158593707 -0.268035226945695 -0.244800409217148 0 -0.23841504317718 -0.149100257306378
FCN1 0 0 0 0 -0.0187705616285647 0 0 -0.0432837648208054 0
S100A9 0 0 0 0 0 0.0239305426410667 0 -0.0714017491271596 0
CXCL8 0 0 0 -0.0811368357594675 0 -0.0523848069209117 0 0.146682330830186 0
AC245014.3 0 -0.412425191459498 0.0789140447195109 -0.0818100572633426 0 0.0776127650615614 0.112204943297643 -0.0600667657173871 0
NFKBIA 0 0.249493541433165 0.0543429975032166 0.147828238874793 0.302758034318967 0.100821561233544 -0.0661742039643887 -0.16169319166993 0.00180987386818759
DUSP1 0 -0.0145145313026963 0.0177849009875919 -0.013298883793168 0.0165497521242654 0.0246522902314551 0 -0.0021670204076046 0
S100A8 0 0.0287987380369998 0 0.108850567180553 0.0135449670051295 0.0789073226201853 0 0 0
AC007952.4 0 -0.0898379134526296 0 0.0673752541135588 -0.0745395903506818 0.0626524417300508 0.13056642386307 -0.203732605634729 0
CST3 0 0.0490040211223378 0 0.0953147749317774 0 0.0129767134347808 0.0178488806801025 0.116556915005177 0
SRGN 0 -0.000791913958740495 0 0.031301946782045 0 -0.00687539430492802 0 0 0
CCL3L1 0.0116935733961924 -0.0080407713100166 0 0.135078324284415 -0.00595402051157667 0.0419252307367166 0.0771540891827198 0 0.00505651461354715
CCL3 0 0.0314208968593143 0 -0.0545937591899236 0 0.0440161071701788 0 0.0824764637690272 0
HLA-DRA 0 0.0212023340050289 0 0.0664872765283346 0.104514494269693 0 0 -0.00605641154618463 0
KLF6 0 0.0844027158586018 0.113534429640153 0 0.000650023831523709 0 0 0.149579520005812 0.0321928159953894
CCL4L2 0 -0.0828584131600724 0 -0.0253832428665272 0.00227838816205866 0.0262896139209329 0 0.0250060592840484 0
HLA-DRB5 0 -0.0451129802747473 0 -0.0290789070125395 -0.00219760819235637 -0.023220685834463 0 0 0
NEAT1 0 0 0 -0.0398913911357086 -0.0199897710765856 0 0 -0.0193741271589027 0
HLA-DPA1 0 0 0 0 0 0 0 0 0
CCL4 0 -0.384222342508932 0 -0.356624624931513 -0.028407581425671 0 0 0.117769104564583 0
HLA-DPB1 0 0 0 0 0 0.0170213390680197 0 -0.00725680578299669 0
IGHD 0 0 0 -0.0163646284847389 0.00640955051079301 0 0 0.0297475358504662 0
TCL1A 0 -0.0401405642622969 0 0 0 -0.0178442484561418 0 -0.066369680219046 0
IGLC3 0 -0.157678632483237 -0.0416097690264098 -0.105561000620248 0.0698831362356647 -0.038746461468755 -0.00977657808759186 -0.150298923568296 -0.0257343449270203
LINC00926 0 0 0 0.0220261516625445 0 0 -0.00128929885006713 0.0412771321516011 0
IGLC2 0 -0.00959430210331347 -0.0150619860697878 0 0.105268238023132 -0.0167241528223151 0 -0.00483779909901003 0
MS4A1 0 0 0 0.0851197653580685 0.148783722752479 0.0346147191582331 0 0.0896553837772432 0
MEF2C 0.0272591281458558 -0.0467948540321619 0 -0.395471397821491 0.335227942726443 0.195076131336008 -0.0255875586535053 0.177301431798919 0
IGHM 0 0.181834718994903 0 0.16524908369981 0 0.0417129731524441 0 0.0710360009375746 0
CD79A 0 0 0 0 0 -2.59624372030753e-05 0 0.07524956477167 0
CD79B 0 -0.0273969906868527 0 -0.111326905755391 0.405680347717809 -0.0445813722720414 0 0.162754690868832 0
CD37 0 -0.019522708428604 0 -0.287160729174545 0.0189094414449589 0 -0.00197622737256411 -0.00286517261112681 0
CXCR4 0 -0.172719691103711 0 0.0891485358109713 0.0231256357882929 0.00547403791628433 0.103001941069243 0 0.0525064818414822
CD74 0 0 0.015899965002688 -0.0440738113140587 0.056726721299111 0 0 0 0
LAPTM5 -0.0364110577439977 0 -0.171181901111592 0.174756754498064 -0.367433589832365 -0.0635751487024864 -0.0486569554113273 0 -0.130374376418623
RPS11 0.0380488046473336 0.0325375981444803 0.1273811405985 0 0 0.0751425629767196 0 0 0.0258776401426876
BTG1 0 0.464051698691743 0.131211490199154 0.373544803496231 0 0.144507981396713 0 0.472967113701389 0
IGKC 0 0.0745412028086812 -0.00100193866436407 0.167690090657163 0.417439203206799 0 0 -0.160138881241948 0
RPL18A 0 -0.00229009020041191 0 0 0 0 0 0 0
RPL8 0 -0.235169523350627 0 -0.179334860211724 0 0 0 0 0
RACK1 0 0 0 -0.122259590381505 0 0 0 0 0
RPL7A 0 0 0 0 0 0 0 0 0
RPS23 0 0 0 0 0 0 0 0 0
RPS5 0 0.000149802198208631 0 0.153667415086394 0 0 0 0.0169669558280687 0
RPL15 0 -1.10187468299338 0 -0.81976548883161 -0.53244599660898 -0.088429956879537 0 -0.666310527142799 0
RPS17 0.28311970239023 0.389175656497483 0.0620938253896991 0.339431327709547 0.172351694689219 0.184827267259304 0.172654555846771 0.0279728243476658 0.301008764691292
RPL29 0 0 0 -0.127571072698938 0 0 -0.0626825330367721 0 0
RPL37A 0 0 0 8.31420385029745e-05 0 0 0 0 0
RPSA 0 0.000207376605734792 0 0.0451419782026841 0.00461078085163316 0.137722542815503 0 0.0272502930472685 0
RPL10A 0 0.0356633558951544 0 0 0 -0.008030234024423 0 -0.0053721683250584 0
KLRF1 0 0.119882371201406 0.126773893356358 -0.207766127454298 0 -0.00032124912324568 -0.0419691592665235 0.191227580646617 0
TRDC 0 0 0.0185515148316843 -0.141377669815359 0 0 -0.127153240698459 0 0
CLIC3 0 -0.180225839508806 -0.00463885536869488 -0.0167658416841288 -0.0713399067411595 -0.0329679502140579 0 -0.053632519294175 0
CD247 0 0.178749634864184 0 0 0 0.0225478039617387 0 0 0
GNLY 0 0.0386852458047496 0.0446723258010362 0 0 0 0 0.0979923327127255 0
SPON2 0 -0.0812918329173205 0.000388593108821032 -0.0653376490672433 0.0548775978151741 0.0084847277466678 0 0.00650028598127841 0
PTGDS 0 -0.00806215229329318 0.0301890250145742 -0.0274737679723737 0.00031795861452182 0.00951398590490986 0 0.0627069845049156 0
PRF1 0 0 0 -0.011008086529165 0 0 0 0 0
CTSW 0 -0.244656146859228 0 -0.141161313192501 0 0 0.0201613484516182 -0.0819664602823958 0
CST7 0 0.0197923232691754 0 0.0910256733946238 0.0450475088077362 0.0324989812570629 0 0.030482919240941 0
GZMB 0 0.151719065249323 0 0.0833468721647767 0 0.0351536069382685 0 0.204520256822664 0
IFITM2 0 0 0.00457234386606509 0.198920594533381 0.0159852814882115 0.00034506456913845 0 0 0.00975330267478436
FGFBP2 0 0.112319775771655 0 0.0206947467579041 0 -0.0111567460609613 -0.0338326234443877 0.0350051253284586 0
UBB 0.0258045280439334 0.348881780617617 0 0.192296189505544 0 0.146002534239248 0 0.179373742805627 0.0216621426962228
KLRD1 0 -0.0759853774311684 0 -0.09572010201674 0.000688707527849057 0 0 -0.000810395380789022 0
SERF2 0 0 -0.0580744423207193 0.138847618348603 0 0 -0.00456652698684412 -0.166638807808017 0
ARPC2 0 0 0 0.115759833818109 0 0 0 0.438655009508508 0
HBA1 0.0174809336477717 -0.0231104592953333 0.0450211914263377 -0.00496220675519794 -0.00365000012745697 0.0122023115909252 0 -0.0056199328829695 0.00154378384032436
CD7 0 0 0 0 0 0 0 0 0
ID2 0 -0.024235855714131 0.206347699981725 0.0203867877101194 -0.0116734100336945 0 0 0 0.0310658407070524
HLA-C 0 -0.203444448956068 -0.136365975695632 -0.0867948565848363 0 0.00831529125769485 0 0 0
GZMA 0 0.156581851534834 0 -0.0111943977022932 0 0 0 0 0
CFL1 -0.11708177042741 0 -0.101170884347286 -0.194188445159778 -0.157322229701988 -0.16177933180398 0 0 -0.101018117496288
MYL12A 0 0.00330670237574777 0 0.131306388577412 0 0 0 -0.279755389198664 0
HLA-E 0 -0.187243771617316 0 -0.233877265491195 0 0.00751560600597916 -0.0794289908874777 -0.0546088379436298 0
B2M 0 0 0 0 0 0 0 0 0
C1orf56 0 0.190336321273021 -0.0133632096804697 0.0995018155934327 -0.125084863349122 0 -0.0674241056582722 -0.196720645933107 0
STMN1 0 -0.195218047475921 0.0990529953287956 -0.162971836675155 -0.0222033019802218 0 0.0863730773918339 -0.0475562416577977 -0.0251642965236871
TUBA1B 0 0.00253014702270018 0.140091695433952 -0.178338222867848 -0.0146470541793367 -0.0671555096211909 -0.132709669484929 0.190935563961988 0
LYPD2 0 0 0 -0.000201003305179798 0.0107101188079789 0 0 0.132908743266187 0
LST1 0.00617896021791807 0 0 0.102109475395506 0 0.111625060496648 0.0849574747729048 0.194738244491128 0
CEBPB 0 0 0.129843200394233 6.66951617992331e-05 0 0.329418636994336 0 0.375402655201491 0
SERPINA1 0 0 -0.0263907762299376 0.103261376857304 -0.0354030022257977 0 0 0 0
IFITM3 0 -0.0698637492943548 0.0820441586463932 -0.200717430203284 0.0184349955186248 0 0 0.10623841031024 0
