0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
(Intercept) 0.0814683216986955 0.0590678190033798 0.109085379978454 0.0256578676105762 0.0455280312031479 0.0237499267570807 0.0378009845218864 0.000748262315133553 0.0846494443160776 0.127248864590426
HBB -0.00085396014453551 0 -0.00022208990268383 0 0 0 0 0 0 -9.28809584581986e-05
IGKV3-20 0 0.000271284257968182 0 0.000188233296858274 0 0 0 0.000653313762496245 -0.000367775641607553 -0.000628581063251399
IGLV2-14 0 0.000255989160988542 0 0.000216674831010613 0 0.000210415012995098 -0.000490850821680602 0 0.000634169526729701 -2.00308116099593e-05
IGKV1-5 -9.60867279466981e-05 0 -0.000373355525760495 0.00107796996621405 0 0 0 0.000582701783804838 0.000444876139424089 -0.000409500573535188
IGKV3-11 0 0.00120346298069543 0.000334677638508375 0.0016296579069376 0 0.000423852487908528 0 0 -0.000327447438669356 0
IGKV3-15 -0.00102770007674594 -0.000700173390706458 -0.00128803056253476 0.000661679020479184 -0.000193041944633625 0 -0.000197552714578662 0.00183982324584204 0.000264470536573733 -0.00175168106483001
IGLV1-40 -0.000402833857400113 0 -0.000381762154955581 0.00124692185666028 0 -9.2569521255595e-05 -0.000156346167900231 0.00182249997710433 0 -0.000982018592259651
IGKV4-1 -0.00135800840277145 0 -0.00169908704019782 0.000114072606437988 -9.84933695044338e-05 -0.000552358324271763 0 0 0.00143326771472776 -0.00168962386969291
HBA2 0.0010977791290078 0 0 0 0 0.000205456684838515 4.73748038939546e-05 0 0.000408883743304606 0
IGHV3-7 0.000501489190593493 0.000137036695959865 0 0.00162233463827029 0 0.000120167363542473 0 0.00226642443338337 0.00221854195347376 0.00065427493969217
HBA1 0.00121307569780263 0 0.00127288374124605 0 0 5.01856629805209e-05 0.000256005494959421 0 0 0.00105446247248572
IGLV1-51 -0.00104442582974289 0.000166085291121531 -0.00104389880574247 0.000956498352200889 0 0 0 0.00132741119154332 0.000625995803214913 -0.000712884004762818
IGHV5-51 -0.00113602006029764 0 -0.00173075374652043 0.00143517362611664 0 0.000174720598945351 0 0 -8.45138568355693e-06 -0.00188976358415675
IGHV3-23 -0.00163152997113041 -0.000619002048854478 -0.00298341483382888 0 -0.000366012022843911 0 0 0.00271614590990786 0.000750146254794118 -0.00230785227424327
IGLV1-44 0 8.54304612344434e-05 0.000307348476491789 0.00257263893080381 0 0.000232265371078126 0 0 0.00141287723281607 0.000792120129587999
IGLV3-19 0 -0.000198021788012314 -0.000951751623321442 0 0 0 0 0 -0.000745190502774458 0
IGLV3-25 0 0.000349733836840723 0.00112477333091568 0.00143070758075901 0 9.69753735889253e-05 0.000872352476959499 -0.000293819034443406 0.00451906647686855 -0.000706174209809656
IGHV3-21 -8.09677794948367e-05 0.000486173018831429 0.000111420852317952 0.00041986133799936 0 0 0 0 0.00102954791564209 0
IGHV4-39 -6.98578720013533e-05 -7.69292725876896e-05 -0.00197743705326505 0.000978997760902483 -8.71345271105217e-05 0 0 0.000841508883164297 0.0017538255600009 -0.000307431779780364
IGHV1-3 0 5.19492512154453e-05 -0.000641361534249569 0 0 0 -0.0001016304151349 0 0.00274342011384626 -0.00158632707607215
IGLV2-23 -0.000987337994875691 0 -0.00196213846485507 0 0 -0.000545935933153936 -0.000165729254864898 -0.00119804943622018 0 -0.00151007293673599
IGHV3-30 -0.000758501096967855 1.98098665636634e-05 -0.00153210220101317 0.000911935934306841 0 0 -3.2443731682966e-05 0 0.00113739714585348 -0.0015457989416005
IGHV1-18 0 0 0.00191211389356672 0 0 0.00095475426083163 0.000919648924704856 0 0.0012090348452439 0.000135112707434306
IGHV1-46 -0.00287435777734309 -0.000236588093913919 -0.0029100299021197 0 -0.000448414532549895 -0.000451413652418919 -0.000342627620689891 0 0.000550448519625493 -0.00355295359153243
IGHV3-15 -0.000774942325675687 0.000257017490146268 -0.00290258859287771 0 0 -0.000121198264659198 0 0.00472916121661243 0 -0.00269217636901841
TRBV7-2 -0.000243356318304963 -0.000532482665526531 0.000938533136779853 0 0 0.000107186494865308 0 0 -0.000180957690334627 0.00017396105771742
IGHV3-11 -0.00128823812285804 -0.000812612478676061 -0.00114415133718933 0.00267080208009352 0 0.0019794909402933 0 0.00277273744907103 0.00194785374047925 -0.000126278291930184
IGLV1-47 -0.00139558295166031 0 -0.00131096469132775 0 0 0 0 0 0.00172585307067783 -0.00204761719960044
S100A9 0 -0.00389223273732095 0 0 0 0 0 0 -0.00463486282052769 0
