0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.674689028550794 3.45151755615137 0.597121187665192 3.10274246994034 1.42501537034343 0.886196972196031 1.08580834163275 1.15211498198796 1.50459783297171
MTSS1L 4.68498191036372 4.43506626676544 0.565332263977415 1.0381966306961 0.720892340261213 0 0 0.922471690880907 0
NRAV 0 -0.209597605643204 0 0 -0.412925440584412 0 0 -0.266273301277937 0
SEMA5A 0 -0.678907060208501 0 -1.41092271739493 0 0 0 0 0
OPHN1 0 0.183897656764846 0 0 -0.0754994365675062 0 0 0.541522685259984 0
LINC01151 0 0 0 0 0 0 0 0 0
EGF 0 0 0 0.106092125263011 5.60639110613958 0 4.20999084592112 0 0
XK 0 -0.0770336394352842 0 0.29599016076592 -0.75940003265899 0 0.857109488670407 0 0
AP001189.3 0 0 0.0995159480567487 0 0 0 0 0.155502138477741 0
MFSD2B 0 0 0 0.5292944473044 0.227977708256329 0 0.742983334135685 0 0
DDO 0 0 0 0 0 0 0 0 0
CDCP1 0 0 1.17458619972428 -0.212222612948165 0.152528741773395 0 0 -1.46929818044636 0
GFRA2 -3.83742880107323 -9.25354841614901 -1.54077245264315 -10.7259333341221 -10.8076589766363 0 0 0 -9.13177456097471
MAPK12 0 0.0557135345618863 0 -0.588033495554696 0.0997136320855018 0 0 0.0093469153751617 0
SAMD13 0 -0.997475596697759 0 0 0 0 0 0 0
CDH24 0 0 0 0.151395256257067 0.00451282106288021 0 -1.38716236005093 0 0
PPP1R9A 0 -0.40498603355137 0.386777789283886 -0.157286212585111 0 0 -0.0523636875093149 -0.986724147500002 0
AMOTL1 0 0 0.724981473396947 0 0.983780622321991 0 0 0.418149581920062 0
AC132872.3 0 -33.6956959410463 0 -46.2483477098169 -24.9981740195929 0 0 -15.5781413211502 0
GRAMD1C 0 0 0 -0.452692358789577 0.440359742536738 0 0 -0.019832155725625 0
AL035446.1 0 -7.7418800062464 -3.83629916558001 -22.6942081527956 -27.0297404869704 0 -5.14426105710404 -25.1049349157229 -4.61937231356726
KATNAL2 0 0.151468191024235 0 0 0.244635000949129 -0.054343478775384 0 0 0
ARHGEF18 0 0 0 0 -0.401443906765908 0 0 -0.252702321926708 0
CLDN5 0 0 0 0 -0.0263228068588936 0 0 0 0
PTPRB 0 0.0833008102445554 0 0 0 0 0 0 0
AC004130.1 1.66874468511397 0 0 3.19543538126975 51.0353721261328 0 0 71.9874502503289 0
AL133467.1 0 0 0 -0.535696862259221 5.91391757848114 0 -0.92240234105614 0 0
TNFSF13 0 -0.427922771718301 0 -0.339787188441083 0 0 0 0 0
MAP2 0 -0.755990215407369 0 0 -0.296038182190908 0 0 0 0
SYT1 1.98193563922664 -6.76411402228105 0 -7.5593910121851 5.24528244767469 1.86430787800578 0 0 0
LTB 0 0.116657391209691 0 0.145405237911403 0.0268265717085999 0 0.00326682440592821 0.000664864187582817 0.0337569113421746
RPL39 0 0 0 0 0.000814845055101263 0 0 0 0
RPL32 0 0 0 0 0 0 0 0 0
RPLP2 0 0 0 0 0 0 0 0 0
RPL34 0 0 0 0 0 0 0 0 0
RPS6 0 0 0 0 0 0 0 0 0
TPT1 -0.0187375092463034 0 0 0 0 -0.0272976635357806 -0.0123246853782537 -0.00789213094428439 0
RPS27 0 0 0 0 0 0 0 0 0
RPS15A 0 0 0 0 0 0 0 0 0
RPL10 0 0 0 0 0 0 0 0 0
RPL13A 0 0 0 0 0 0 0 0 0
ACTB 0 0 -0.0160163987485124 -0.0186147134828756 -0.0143058495396099 -0.0112863753222293 -0.000241446481947082 0 -0.010845967030549
RPL41 0 0 0 0 0 0 0 0 0
CD52 0 0 -0.0647558366641727 0 0 0 0 -0.18450796848629 0
MALAT1 -0.000406693038205547 -0.0556842668701632 -0.00402112500589389 -0.0817809363682192 0 -0.00600998123076003 0 0 0
CD8B 0 -0.448749327530694 -0.0116513127479363 -0.011764455424264 -0.000662898418012448 0 0.403079898460858 0 0
CD3D 0 0 0 0 0 0 0.0545604383335806 0 0
