0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
(Intercept) 1.81984471576947 1.31766773956837 2.35257691693666 0.899204492240464 1.22144232922228 0.576333588439853 1.00871404839126 0.0894226263325043 1.94283871724885 2.91679062941852
HBB -0.026130768736131 0 -0.0225969002468251 -0.00196716739563261 0 0 0 0 -0.013468934297863 -0.0186720211775341
IGKV3-20 0.0127980976258547 0.00483960694822138 0.0088212153775904 0.0137814105427002 0.00735608714394855 0 0.000469824050828499 0.0097046616979087 -0.00703561644506353 0.000406223266933814
IGKV1-5 0 0 0 0.0582973995829925 0.00448798523945095 0 0.00921299648395134 0.0320175166758643 0.0322070075392453 0
IGKV3-11 0.0204985943719307 0.0371179135355939 0.0303805634550802 0.0661404847072114 0.0242715127084752 0.0163927436786382 0.0092379062779812 0.00184583643001468 -0.0022496976008979 0.0171312545100534
IGKV3-15 0 -0.00946766301537833 0 0.0342760778989831 -0.00251394950433421 0 -0.00221933902313459 0.0404183322186102 0.0265669461987655 -0.0323636522665721
IGKV4-1 -0.00505239236721404 0.00549037324262729 0 0.0162547628850923 -0.0195882898786437 -0.0177194947516851 0 0 0.0291194714200691 -0.00274574106788947
IGLV1-40 0 0.000166946103035184 0 0.0431492393275616 0.00148467594515874 -0.000381333995882168 -0.00878690888168941 0.0434282056289931 0.00257193130218813 0
HBA2 0.0185449287821613 0 0 0 0 0 0 0 0.0224943938326274 0.0362397800131645
IGHV3-7 0.0199209474415397 0.00606117112392183 0 0.0580946295890835 0.00585700431091587 0 0 0.0618509562185644 0.0811218100374421 0.0117619217238597
HBA1 0.0396040423674755 0 0.0566897996349655 0 0 0.011176180043444 0.0155695940578826 0 0.0231577644440582 0
IGLV1-51 -0.0181617818283476 0.00753822709022888 -0.000649268273377679 0.0295786532231649 0 0 -0.00304199372267763 0.0162317782131374 0.0169589842961244 -0.0249566327182726
IGHV3-23 0 0 -0.000299459721224963 0.00772341854567711 0 0.00144999123951798 0.000716862222605325 0.0784713316462604 0.0410233934550731 -0.0225111778609266
