0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.557162562984131 2.75254410299145 0.804476853788916 2.65284523692049 1.06116054847235 1.10089911660962 1.61623291264716 0.930099864348154 1.39290690592442
LTB 0 0.083364931423096 0 0.116071962742631 0 0 0.0315841926026881 0 0.0157245501226281
RPL11 0 0 0 0 0 0 0 0 0
RPL39 0 0 0 0 0 0 0 0 0
RPL36 0 0 0 -0.00942931604150976 0 0 0 0 0
RPS25 0 0 0 0 0 0 0 0 0
RPL32 0 0 0 0 0 0 0 0 0
RPL9 0 0 0 0 0 0 0 0 0
RPL38 0 0.266714802443586 0 0.112152190203343 0 0 -0.138729610839577 0 0
RPLP2 0 0 0 0 0 0 0 0 0
RPL34 0 0 0 0.01700397527954 0 0 0 0 0
RPS6 0 0 0 0 0 0 0 0 0
RPS29 0 0.0341322539092996 0 0 0 0 -0.00284003354338154 0 0
TPT1 0 0 0 -0.118547632919242 -0.0594500018388767 -0.019361573773894 -0.109955247192365 -0.0317498543130675 0
RPL13 0 0 0 0 0 0 0 0 0
RPL36A 0 0 0 0.393571166329703 0 0 0.39981357550228 0 0
RPS8 0 0 0 0 0 0 0 0 0
RPL37 0 0 0 0 0 0 0 0 0
RPS27 0 0.189229607262328 0 0 0 0 0 0 0
RPS15A 0 0 0 0 0 0 0 0 0
RPS3A 0 0 0 0.00148411763596877 0 0 0 0 0
RPL7 0 0.00675714593174504 0 0.0610724911319537 0 0 0 0 0
RPL10 0 0 0 0 0 0 0 0 0
RPL13A 0 0 0 0 0 0 0 0 0
RPS27A 0 0 0 0 0 0 0 0 0
RPL21 0 0.0156195816929844 0 0 0 0 -0.000413611789166951 0 0
ACTB 0 0 0 0.0608018989237844 -0.0345777295330449 0 0.0445023119552515 -0.00209206443732926 0
RPL41 0 0 0 0 0 0 0 0 0
RPLP1 0 0 0 0 0 0 0.000115062186819579 0 0
CD52 0 0 0 0 0 0 0 -0.0327318991589162 0
MALAT1 0 -0.132268021218826 0 -0.140344964404542 -0.00749884706147863 0 0.0370755209953115 0 -0.0370363133015457
CD8B 0 -0.277042289983201 0 -0.114888205662625 0 0 0.238250127828616 0 0
CD8A 0 -0.0354469030302539 -0.0143524076747569 0.0627456195407743 0 0 0.217636664785024 -0.0472662376658323 0
CD3D 0 -0.0514365272335687 -0.00198971286428238 -0.0368632983312719 0 0 0.0598185902790575 0 0
IL32 0 0 0 0.20661402814066 0 0 0.0956110826654462 0 0
TRGC2 0 -0.0119011459166303 -0.211059520956822 0.349135359008525 0 0 -0.0473681234541928 -0.318399396750674 0
KLRG1 0 0.463023931457459 0 0.241847952474761 0 0 -0.0642563719335523 0 0
GZMM 0 -0.114565843087409 0 -0.172096963286961 0 0 0 0 0
TRBC2 0 -0.00646235855578239 0 0.349764064603265 0.0383637589563488 0 0.17385755376985 0 -0.00644704379964053
CMC1 0 0.142634662018399 0 0.172863489772716 0 0 -0.0508091759156669 0 0
CCL5 0 0.000370720392114798 0 0.0486852158361678 0 0 0.000560853829266535 0 0
GZMK 0.000309861491684515 -0.00172287618848041 0.0724710668395326 0.0256550777303569 0 0 0.0180539842659377 0 0
GZMH 0 0 0 1.93078550399206e-05 0 0 -0.0883309724662549 -0.0074655317886021 0
TRAC 0 0.00763926279338751 0 0.145077900843991 0 0 0.271369563139832 0 0
PPBP 0.0265455277075324 0.0174537680712498 0 0.034138953904789 0 0 -0.0281354674893709 0 0.0370362550717401
DUSP2 0 -0.169027339588619 0.0264037582015896 0.0116145939234209 0.0276278387269132 0 0.150456449684146 0 0
CORO1A 0 0.202290143513996 0 0.070274416599179 0 0 0 0 0
HLA-A 0 -0.227883929373973 0 -0.570737165814563 0 0 0.177181764887646 0 0
SUB1 0 0.540046967190689 0 0.674740053038768 0 0 0 -0.0598453407083351 0
NKG7 0 -0.0377271318043966 0 0.0660023649735857 0 0 0.153278065197325 0 0
RPS26 0 0.0255377635981249 0 0 0 -0.00210833993176287 -0.0465551388210724 -0.00687908071199325 0
HLA-B -0.00899571116686675 0 -0.0201907982846215 0 0 -0.00700472675699913 0 0 0
KLRB1 0 -0.0440675012932971 0.0551797617927882 0.0547112609423233 0.00169599695298199 0 0 0.0242946933711799 0.0317750470178326
SH3BGRL3 0 0 0 -0.0659513197579811 0 0 0.0670803252690523 -0.0168703811552804 0
PFN1 -0.0148000423385168 0.0239167556862191 0 0 0 -0.0267860875917164 -0.371722627914536 -0.029861748106896 -0.01989780237332
RPS19 0 0 0 0 0 0 -0.156226925054363 0 0
RPS2 0 0 0 0 0 0 0 0 0
RPS3 0 0 0 0.063776991070962 0 0 0 0 0
RPS18 0 0 0 0 0 0 0 0 0
RPS12 0 0 0 0 0 0 0 0 0
RPL28 0 0 0 0 0 0 0 0 0
LYZ 0 0.0520658839110083 0 0.190123917473603 0 0.0186622629736248 0 0 0
S100A12 0 -0.0418645171236681 0 -0.0261206088824101 0 0 0 0 0
AC020656.1 0 -0.00141673970322406 0 0.295242889728618 0 0 0.374440034813316 0 0
FOS 0 0.0212707135568409 0 0.0211221334547796 0 0 0 -0.0571180600257827 0
IL1B 0 0.0369452655246784 0 -0.264767900451526 -0.0185460490183759 0 -0.0945596589196246 -0.150811889933137 0
ZFP36 0 -0.487291955573459 -0.00213487407613777 -0.449122020659365 -0.0897802740290492 -0.0756441265515861 -0.187556830764551 -0.0868446230953222 -0.065439790968883
FCN1 0 0 0 0.0304586429146276 0 0 0 0 0
S100A9 0 0 0 0.0393880941711112 0 0 0 0 0
CXCL8 0 0 0 -0.0266371413476325 0 0 0 0 0
AC245014.3 0 -0.0496339863175192 0.179527598643038 -0.0292281185313488 0 0 0.259541090184703 -0.132113390614908 0
NFKBIA 0 0.353641768765294 0 0.171206777446418 0 0.0477253208744176 -0.0658683763132037 0 0
DUSP1 0 -0.174242025560176 0 -0.0457122683978794 0 0 0 0 0
S100A8 0 0.0687388821960688 0 0.0674914902865759 0 0.0620995044843746 0 0 0
AC007952.4 0 0 0.0531501259784139 0.0339758403656377 0 0.121434413762312 0.112757641813423 0 0
CST3 0 0.0368347917277303 0 0.205936341278348 0 0 0 0 0
SRGN 0 0.0402722436160591 0 0.0559005573974908 0 0 -0.165488153878211 0 -0.00967543896001617
CCL3L1 0.154251328755493 -0.00423020804423129 0 -0.0600044371663459 0.0183051275855898 0.39161641788088 -0.120089236279274 0 0
CCL3 0 0.0519987572325826 0 -0.0888467767228652 0 0.0603784648034971 -0.025102205141158 0 0
HLA-DRA 0 0.0463991107100667 0 0.0874127409723366 0.0649607933102283 0 0 0 0
KLF6 0 0.0853449701361311 0 0 0 0 0 0 0
CCL4L2 0 0.105965829689515 -0.0183020178930241 -0.0329148614007262 0 0 -0.024605741100617 0 0
HLA-DRB5 0 -0.15898113922119 0 -0.0663940260503421 0 0 0.097875377765048 0 -0.00334256490734696
NEAT1 0 0 0 -0.0198780741610763 0 0 0 0 0
HLA-DPA1 0 0 0 0 0 0 -0.0330369193797846 0 0
CCL4 0 0 0 0 0 0 0.0192103036712966 0 0
HLA-DPB1 0 -0.00739107693993302 0 -0.0466070926549297 0.00147306302555385 0.0365536715469542 0.0361817167021816 0 0
IGHD 0 0.21586291099582 0 0.121642279752974 0 0 -0.0311149727587648 0 0
TCL1A 0 -0.108684409335951 0 -0.174204121206014 0 -0.0202491971681676 -0.024084620534419 0 0
IGLC3 0 -0.0951167669135132 0 0 0.0994497730550861 0 0.034949809292599 0 0
LINC00926 0 0.213715444245867 0 0.0280376603106056 0 0 -0.0279490680307413 0 0
IGLC2 0 -0.0409352279455114 0 -0.0602795872938099 0.0737654256362046 0 0 0 0
MS4A1 0 0.0484755945598374 0 0.240786005473533 0.171061077917356 0 0 0 0
MEF2C 0 0 0 -0.00340194238220169 0 0.0263163856728471 -0.0110734582673687 0 0
IGHM 0 0 0 0.0944004590753319 0.317257866507446 0 0 0 0
CD79A 0 -0.0536683659157397 0 0.0144193376337485 0.0435835917788658 0 0.100043713179987 0 0
CD79B 0 0 0 -0.0393460815174268 0.0282875134648898 0 -0.109523913175186 0 0
CD37 0 0 0 -0.157731232257028 0 0 -0.10867164343863 0 -0.0015535257692085
CXCR4 0 -0.0501513672986466 0 0 0.0688343544334597 0 0.101378839422644 0.0594995842417065 0.0627243460997984
CD74 0 0 0 -0.0831736898726283 0 0 -0.0156214931092518 0 0
LAPTM5 0 -0.116918375090001 0 0.124220516748781 -0.0641831198169784 -0.14007435786905 0.0166169814852177 -0.03000749261425 -0.173370284711798
RPS11 0 0 0 0 0 0 0 0 0
BTG1 0 0.122103946599898 0 0.213485325252675 0 0 0 0 0
IGKC 0 0 0 0.362906015310999 0.604388218796405 0.0878871062409198 0.29232004848181 0 0
RPL18A 0 0 0 0 0 0 0 0 0
RPL8 0 -0.0218280361703367 0 -0.27069172589897 0 0 0 0 0
RACK1 0 0 0 -0.00475713435252377 0 0 0 0 0
RPL7A 0 0 0 0 0 0 0 0 0
RPS23 0 0 0 0 0 0 0 0 0
RPS5 0 0 0 0.146328595613581 0 0 0 0 0
RPL15 0 -0.753818533538763 0 -1.0228900862533 0 -0.0165461756374949 0 -0.0817907734950769 0
RPS17 0.07860218423717 0.243215867119245 0.000795832555781765 0.124724518152451 0.212789277062238 0.14313553918564 0 0.185694305957564 0.427980722818572
RPL29 0 0 0 0 0 0 0 0 0
RPL37A 0 0 0 0 0 0 0 0 0
RPSA 0 0.0202229640696946 0 0.31349843684135 0 0 0 0 0
RPL10A 0 0 0 0 0 0 0 0 0
KLRF1 0 0.331271811945555 0.201242859673655 -0.33851616189337 0 0 -0.195850058007141 0.267192578775719 0
TRDC 0 -0.0319631146876648 0.225524165447872 -0.17267179053705 0 1.18045601065422e-05 -0.153418577877561 0.0229570163467344 0
CLIC3 0 -0.0933670793671307 0.0255378696977515 -0.129217656469513 0 0 0 0.28294687412454 0
