0034-anti-human-CD3 0048-anti-human-CD45 0072-anti-human-CD4 0100-anti-human-CD20 0052-anti-human-CD33 0064-anti-human-CD123 0081-anti-human-CD14 0136-anti-human-IgM 0159-anti-human-HLADR 0066-anti-human-CD7
(Intercept) 3.59652508525613 1.49726138064591 3.05830987894578 0.493309225616345 1.51159227315588 0.519260545663367 0.977449869223685 0.0721752777603859 2.35371134456807 4.49821728462103
S100A8 0.121610855742925 0.00869730522174667 0.0377770934960474 0 0.0739260899740028 0 0.0555526737668631 0 0 0.109971191406188
S100A9 0 0 0 0 0.0521565177708463 0 0 0 0 0
IGKV4-1 0.0494765378989963 0.0334405337544955 0.0490994159895498 0 -0.00805274889226627 0.00789270172757471 0 0.0235780430054661 0.011901402687254 0.0435967832689835
HLA-DQA1 0 0 0.0383587665170658 0 0.0996921646433083 0 0 0 0.298196952985503 -0.0404596273597252
CD74 -0.12144806141482 0 -0.13665792937387 0.000288652363587958 -0.0671986842957151 0 0 0 0 -0.08612235540803
HLA-DRA 0 0 0 0.0232058386063903 0 0 0 0.00709207286006897 0.0970374468126731 0
IGLV2-14 -0.0492122589980284 0 0 0 0 0 0.000525063041676388 0 0 0
IGHV4-39 0 0 -0.0356020402584872 0 -0.0129950806525288 0 0 0 0.0351016751210194 -0.00109257790516015
LYZ 0.0457300326050973 0 0 0 0.125356789353393 0 0.0327187068371852 0 0 0
TRBV7-2 0.0139529885796053 0 0 0 0.0257209585605807 0 0 0 0 0.00194962375760277
HLA-DRB1 0.0312570649248966 0.0231203726449402 0 0.00355084211200109 -4.91861916985687e-05 0 0.0207158923223307 0 0.108537890132837 0
IGKV3-20 0.0228069106650326 0 0.00785156620796882 0 0 0 0 0 0 0
IGHV3-23 0 0.021148167820921 -0.0241850922053441 0 0.0148108853915811 0.00308220462727877 0 0 0.0116225188528085 0.0318886638134978
CST3 0.221030006367607 0 0.063858617879966 0 0.0865196041785645 0 0 0 0 0.196274857570154
IGHV3-7 0 0 0.0691776198361346 0 0.0617991556906294 0.0802853128828762 0.00953987393998898 0 0.0300343611788476 0.106672790992769
TRBV10-3 0.0434340734161531 0.00800587218150717 0.0212345077505698 0 0 0 0 0 0 0.057184236151042
TRBV4-1 0 0 0.00879701834457836 0 0 0 -0.00598344783358368 0 -0.00184370565103896 0.0012837040990707
IGHV3-33 -0.0343805626162514 0 0.0303351782114021 0 -0.00610027719899635 0 0 0 0 0.0115727720324861
IGLV1-40 -0.0167856506599553 0 -0.000642736182293924 0 0.0599135495186671 -0.00381724175829348 0 0 0 0
IGLV1-44 -0.00459854585731817 0.00696917564546783 0 0 0.00709031606331807 0 0 0 0.0485886670208171 0.0214505175157807
TRBV6-2 0.0675374727507716 0 0 0 0 0 0 0 0.00740809984216008 -0.00659522672401486
FOS 0 0 0 0 0 -0.00752620787017802 0 0 0 0
PPBP 0.0239252938139935 0 0.0383136831229418 0.0101539677866434 0 0 0 0 0 0.0763442435754385
IGLV1-51 0 0 0 0 0 0 0 0 0 -0.0180635447419254
TRBV24-1 0.0758521887682186 0 0.00994951782062304 0 -0.00877950791302218 0 -0.0156287593185924 0 0.00355625077150625 -0.0127530508154183
TRBV13 -0.0349004417201978 0 0.02351401977692 0 0 0 0 0 0 -0.0131496361004952
TRBV3-1 0.00650525323296762 0 0.0114977762641961 0 -0.00472979241118922 0 0 0 0 0
TRBV12-3 0.0125795769985283 0.0105393394206376 0 0 0.00800866298435125 0 0.0073063677739798 0 0 0.076178004290988
IGHV1-69D 0 0.00727804028900376 0.0505760646015153 0.036964604061691 -0.0155909930079763 0 0 0 0.0548739317626781 0
TRBV14 0.0394208778175805 0.00360199766463051 0.14698557463174 0 0 0 0.013456283902637 0 0 0.019033066184237
TRBV12-4 0 0.000367151151273443 0.0499199068260074 0 0 0 0 0 0 0.000936491954426959
TRBV11-2 -0.0144580190204776 0.00847705073836217 0.0201516936120885 0 0 0 0 0 0 0.00586626490610147
TRBV7-3 -0.0200742632283878 0 -0.0141680768128145 0 6.85733364626664e-05 0 0 0 0 0.0187609663489601
IGHV4-34 0 -0.0243716867479831 0.00722648116644996 0 0 0.0272516526636879 0 0 0 0.0236768372458958
IGHV3-21 0.0188165189972181 0 0 0 0 0.0301809320612059 0 0 0 0.0432548336112841
HLA-DPA1 0 0 0.0130758707329994 0 0 0 0 0 0.128506973646598 0
TRBV12-5 0 0 0.00208597470058016 0 0.00251402598057012 0 -0.0264834086577506 0 0 0
IGHV3-30 0 0 0.0207010553650957 0 0.0228054815406535 0.0122647345631734 0 0 0.0560193034088947 -0.0132129306953918
HLA-DPB1 0 0 0 0 0.126557027248134 0 0.0340319081240453 0 0.000673479801710236 0
IGKV3-11 0 0.00550639274643317 -0.0449652131660079 0 0.00625937853693846 0.00908833553019114 0.0437616043503899 0 0.0359499575327869 0.0132631397546473
IGHV3-53 -0.0251530881981002 0 0 0 -0.00299341707640025 0 0 0 0 -0.0422759664033393
FTL -0.474605971389361 -0.0940305474148917 -0.107589658890575 0 -0.126158937080439 -0.0194346412593141 -0.0319485465713482 0 -0.152495507041608 -0.495499133790323
IGKV1-5 0 0.00124635009367504 -0.0325211397419589 0 0 -0.000737917691182987 0 0 0 -0.0109597864415198
S100A12 0 0 -0.0365480898037439 0 -0.0125040786720011 0 0 0 0 0
TRBV6-6 0.0940517633611049 0 0.156079505803558 0 -0.00103492468368423 0 0 0 -0.0041039825519026 0.0167596612858227
TRBV5-5 -0.0148954933360123 -0.0191003744610383 0 0 0.00384589006677497 0.00412521438896195 0 0 0 0.0944937039396022
FCER1A 0.0279083955016262 -0.182110139005352 0 0 0 -0.0218231326541599 -0.416876807463973 0 -0.111601960226223 0.000895965984812963
IGHV5-51 0.0610195469782289 0 0 0.0312723081124094 0 0.00489630011717622 0 0 0.0337610775884952 0.0894361291261669
TRBV5-1 0.0524271894382369 0.0107252705992294 0.0625052529266653 0 0.0128862045130688 0 0.00792981923029669 0 0.00159971125570346 0.00635868474189104
CLEC10A 0.0458089255961028 -0.129127412010947 0 0 0.0250942689304992 0 -0.228788816669652 0 0 0.178609609926285
CD79A 0 0 0 0.0284679383003932 0 0 0 0 0 0
MS4A1 0.082469699400432 0 0 0.13879750463426 0 0 0 0.0161278135743958 0 4.4217865160227e-05
TCL1A -0.0582699129291842 0 -0.0628502793726285 0 -0.0574607778623315 0 -0.0444243975363585 0 0 -0.0784773026822949
IGHM 0 0 0 0.132639299416039 0 0 0 0 0 0
