0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.567313760225439 2.50544661168532 0.805778514770019 3.15879793598554 1.17592668724356 1.26377137948451 1.44720796295402 1.40999043419294 1.29250301658202
CCL5 0 0.0176889759305272 0 0.0716452257063006 0 0 0 0 0
CD8A 0 -0.118102518854339 -0.0195256437187171 0 0 0 0.190696642591009 -0.0450352748959563 0
CD8B 0 -0.219321241625654 0 -0.0725920358319336 0 0 0.243029189453933 0 0
GZMH 0 0 -0.0157147429994391 0.00627707311844321 0 0 -0.105782893627416 -0.019923417110763 0
NKG7 0 -0.0224271590480507 0 0.00367819760550616 0 0 0.153806128251453 0 0
CST7 0 0 0 0.0183692168105842 0 0 0 0 0
GZMK 0.00024110166480882 -0.00336448406830264 0.0676928461904345 0 0 0 0.0132642986826482 -0.00765602845473249 0
GZMA 0 0.0386762047339225 0 0 0 0 -0.0204774066710306 0 0
CTSW 0 -0.290757811113545 0 0 0 0 0.189336348288647 0 0
DUSP2 0 -0.0755835749451201 0.0193152608223042 0.0689800630730323 0.00579353191321855 0 0.193518831840767 0 0
GNLY 0 0.0277118982872214 0.110944276079226 0 0 0 -0.0200481653886804 0.0405920338397001 0
GZMM 0 0 0 -0.0108817522786442 0 0 0 0 0
IL32 0 0 0 0.138723482248868 0 0 0 0 0
LYAR 0 0 0 0 0 0 0 0 0
CD3E 0 0 0 0 0 0 0 0 0
CD3D 0 -0.00219392781292238 -0.0168902007872034 0.0342359001141237 0 0 0.0780212123369741 0 0
CD3G 0 0 -0.113381109974113 0 0 0 0 -0.22388336303562 0
FGFBP2 0 -0.00154115343416193 0 0 0 0 0.08609935840899 -0.0193862146499851 0
CMC1 0 0.140434679143554 0 0.0593463888127353 0 0 -0.218918903570958 0 0
C12orf75 0 -0.26392185762438 0 0 0 0 0.0039217780515734 -0.0815805055349194 0
KLRD1 0 0 0 0 0 0 -0.0832464403687595 0 0
KLRG1 0 0.188810721310338 0 0.185589367179266 0 0 -0.100566374176127 0 0
GZMB 0 0 0 0.0241471654527267 0 0 0 0 0
SYNE2 0 0.214346522033148 0 0.0869526786434749 0 0 0.131321092551155 0 0
HOPX 0 0 0.0903727515143728 -0.435671636986419 0 0 -0.0757164572086005 0.000673729151410549 0
IFITM1 0 0 0 0.00645639905228584 0 0 0.0188398923499545 0 0
LITAF 0 0 0 0 0 0 0.158334766443597 0 0
CD99 0 0.0540580765424185 -0.0255245694181362 0 0 0 0.0392758335729944 0 0
HCST 0 -0.145731580596387 0 -0.0100481982564986 0 0 0.0493599631317396 0 0
TUBA4A 0 0.528168404148475 0 0.38294633481644 0 0 0.118603246794609 0 0
LTB 0 0.0874178511216696 0 0.101368330781637 0 0 0.000750533688237867 0 0
IL7R 0 0 0.00803329090536357 0 0.00160431944505686 0 0.034492764122124 0 0.0560257326442611
MAL 0 0 0 -0.0456972432251688 0 0 -0.166069734690692 0 0
NOSIP 0 0.22486532462357 0 0.256825176259201 0 0 -0.00310341943296646 0 0
LDHB 0 0.0374407452808989 0 0.0630780371831721 0 0 0 0 0
TCF7 0 0.0137256974394399 0 0.145236668581769 0 0 0 0 0
FLT3LG 0 0 0 0 0 0 0 0 0.0910822081666252
LEPROTL1 0 0 0 0 0 0 0 0 0
LEF1 0 0 0 0 0 0 0 0 0
SARAF 0 0 0 0 0 0 0 0 0
PIK3IP1 0 0 0 0.0954869952455888 0 0 0.10905969868649 0 0
ZFP36L2 0 0.0695002102480334 0 0 0 0 0 0 0
TNFAIP3 0 0.134535486056188 0 0.00452777505853149 0 0 0 0 0.104196269372366
JUNB 0 -0.270510359467659 -0.00569366177635657 -0.175866229856836 0 -0.000986113421625072 0 0 0
RCAN3 0 0.182126555389043 0 0 0 0 -0.187934336959279 0 0
CAMK4 0 -0.328021175825483 0 -0.14894641875266 0 0 0.269924587595792 0 0
RPS12 0 0 0 -0.241711778751411 0 0 -0.0581211660048917 0 0
C12orf57 0 0.110842859379985 0 0.395165042473404 0.00265437734541969 0 0.178215129491112 0 0
CCR7 0 0.164423140112253 0 0.0280593613731291 0 0 -0.0310270120361814 0 0
DNAJB1 0 0 0 0 0 0 -0.0796143057772164 0 0
GIMAP7 0 0.122487119282761 0 0.112516214122196 0 0.050722547404546 0.0614715434932146 0 0
INPP4B 0 0.00282468348959709 0 -0.170714223863872 0 0 -0.0109178558732876 0 0
RPSA 0 0 0 0 0 0 -0.0536092215041604 0 0
ARHGAP15 0 0.350454472958506 0 0 0.00741975974668727 0 0 0 0.258773522405695
LINC00861 0 -0.000967335614106913 0 -0.243777487493394 0 0 -0.13574377446398 0 0
AQP3 0 0 0 -0.0311658294880519 0 0 0 0 0
NPM1 0 0 0 0.0394149373091358 0 0 0 0 0
EEF1B2 0 0 0 0 0 0 0 0 0
S100A8 0 0.0164773926912448 0 0.0418869116461749 0 0.0294225808531529 0 0 0
S100A9 0 0 0 0 0 0 0 0 0
