0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
(Intercept) 1.04048327912187 0.780561404834816 1.06702384201102 1.21276356436334 0.953760161656451 1.95867375303901 2.14254022963421 0.40193839997946 0.531791836556867 2.03011427863673 1.40209851550785 2.19808276383823 0.801798034072769 0.782178895237132 1.74990078981479 1.41235504901358 0.743547009873682 0.995073827921303 0.955197502928865 1.08978005546714 0.869867145947229 2.00485425620681 1.17970902548532 1.40411202253536 1.33601556709461 1.90271048699505 0.65819314597803 2.46062677175062 2.83614535878118 1.33981377810628 1.72907258344181 2.177660025932 1.00409468999465 1.31533949920864 1.17571080982437 1.23531110065135 1.51033238121883 1.82486028505647 0.937590771067084 1.0715992417421 2.0898406976352 1.01037516581183 1.90999653852381 2.8352979253336 1.05218945122904 0.190970178125228 0.0823069726035288 1.73645418655552 0.964635131354876 2.99863380282626 0.803531675643547 1.23824711205329 1.1843604617349 1.29455953232637 4.81833037010357 0.782136113817796 2.12984459595045 0.967684701535736 2.42738027552763 1.28320121375383 2.03557125839528 0.921785608507647 1.98383320309149 0.631227717271965 0.57528180018674 1.03806363849295 2.43310904405029 1.84993906510955 0.968903939736828 2.0513075207363 2.76904088078597 1.80125573348451 2.05123023840471 1.2648935507707 2.60864440541092 2.17902534316294 0.758368290404641 1.65520814587781 2.78216202177098 1.36265299266424 0.684588939631251 5.26736345184873 2.52253911872216 1.84206463027822 1.34750980173075 0.357290197496371 1.37852486893982 0.272575912387275 1.3473244904705 1.66677819282291 0.693179056262539 1.94853571819122 1.96313010299881 1.87956660948631 1.30445277739935 1.74377501260196 1.30295498406804 1.89231384491602 1.42286124711386 1.72694083912653 1.02654356676565 1.01565417797648 1.5904511881077 0.624181048191777 1.53159528132589 1.06396925689554 1.48525917388454 3.07403187116693 3.76238357603278 0.989575042033007 1.57194573524533 1.33880540189363 0.481675873990131 0.587119079655447 0.532497802116889 1.00089796755203 1.24694589116467 0.271214659751798 1.56817821261256 0.95363998978034 0.973172849051065 0.858506790805635 0.544930575610637 0.880339946645878 2.37908851197106 2.01681328659337 1.42553699223994 1.90421284649609 2.27645018467597 2.04252961226067 0.69630434927136 0.763189085488114 0.910504827716889 0.827682971588051 1.63338718690673 1.156590276322 1.28914534929891 1.1063216903079 1.23532459102606 0.573239157356519 1.61266421121839 1.2629518951009 2.70818294663587 2.17830663443628 2.12593492690025 2.28711354194536 0.900729756737192 1.31300222427142 1.33831996901993 1.48952077239703 0.901971399919155 2.54441583541152 2.36635699023739 1.63919531290744 2.84330034058517 1.67629805978747 1.85387552021042 1.86860050999333 2.10056218236411 2.63237527781816 1.96507732574497 2.64686694544099 1.50968390876671 2.21673582452259 2.01583257990032 2.03219326175696 3.27467279569399 2.64397765748099 2.79956141486317 2.03114653518286
S100A8 0 0 0 0 0.0293241514068347 0 0 0.00209801354172076 0 0.0130302616229621 0 0 0 0 0 0.061297775378507 0 0 0.0217639413908315 0.131940715777589 0 0 0 0 0 0.0433304780513713 0 0.0246491047378571 0 0 0.0135359323313722 0 0.0264009380716649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0283722848664247 0 0.0993088262770742 0 0 0 2.30407835421004e-05 0 0 0 0 0.018583268770411 0 0 0.0150652190864622 0 0 0.0484314250513176 0 0 0 0 0.010400511450853 0.0106807068690962 0 0 0 0.0323628026494611 0 0 0 0 0 0.0116363364647307 0.0123233670459464 0 0.00101599751986076 0 0 0 0 0 0 0 0 0.0245482427815014 0 0 0 0 0.00583093649501602 0 0 0 0 0 0 0 0 0 0.0284544513671352 0.0295717621800436 0 0.0266928497057778 0 0 0 0 0.00631208457794651 0.0100203747263839 0 0 0 0.0321127007816679 0 0 0 0 0 0 0 0 0 0 0.000382493328980353 0 0 0 0 0.0264385389631837 0 0 0 0 0 0 0 0 0 0 0 0 0.155567469063311 0 0 0 0 0 0 0 0 0 0 0.0485037483392412 0.0139971833395598 0 0.0316858709747087 0 0 0 0 0 0
S100A9 0 0 0 0 0.00151082224833175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.052103643664462 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00367281373078092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321541255965925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0210969789147286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S100A12 -0.000443188303903734 0 0 0 -0.0295374770541273 0 0 0 0 0 0 -0.00290419229676001 0 0 0 -0.043958545768667 0 -0.024497382977289 0 -0.0390284564474963 -0.0102801422522506 0 0 -0.0349993653602232 -0.00814106327781401 -0.0318761048386125 -0.0198174172330499 -0.0665241779323811 -0.00119697914282284 0 -0.0928880273200933 -0.0761634489494584 -0.0705801160831757 0 0 0 0 0 0 0 -5.41064844207029e-05 0 0 0 0 0 0 -0.0127628872378326 0 -0.14728258409635 -0.0129982784401829 -0.0354353470120859 -0.000824117331835363 -0.00931947489639486 0 -0.00481297483274834 -0.0154515169292227 -0.00815862913571951 0 0 -0.00117059124267322 -0.0174219055241052 0 0 -0.0576954068934648 -0.0173035336583739 0 0 0 0 0 -0.00117522794063935 0 -0.0299528137533625 -0.0380910963085253 -0.000897962665344688 0 -0.0333251804721117 -0.0072877819590584 0 0 -0.0251621245436239 0 0 -0.0112326244790441 0 -0.00550490180731345 0 0 0 0 -0.0413431505048514 0 0 -0.00252904100085383 0 -0.00015285444172578 0 0 0 -0.103130898910095 0 0 0 -0.00868570102877922 0 0 -0.00225236359806586 -0.0272154201135845 0 -0.00711986923325187 0 -0.0235957798064136 0 0 0 -0.0507390406179959 0 0 0 0 0 0 0 0 -0.0107925277059203 0 0 0 0 0 0 0 0 -0.0367460028665685 0 0 -0.00724865893277586 0 0 0 0 0 0 0 0 -0.00525794627445991 0 0 -0.164810415435539 0 -0.000112524247354128 -0.000506678913295125 0 0 0 0 0 -0.0583921260041608 0 -0.0343550453780417 0 0 0 -0.00966878695121286 0 0 0 0 0
LYZ 0 0 0 0 0.0355593666409853 0 0 0 0 0.00430298089606668 0 0 0 0 0 0.0849296071783206 0 0 0 0.0863029037519577 0 0 0 0 0 0.016158310750904 0 0.061516470489929 0 0 0 0 0.0209027095836439 0 0 0 0 0 0 0 0 0 0.0407819824079457 0 0 0 0 0.021719921940996 0 0.00951635021505601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0115639749279371 0 0 0 0 0 0 0 0 0 0.011366942486406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0038716318227713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00292639723328969 0.00632333767098516 0 0.0199595880057452 0.035752250329503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0423688807562317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127666566731199 0 0 0 0 0 0 0 0 0.00514732392526726 0 0 0.010867990687962 0 0 0 0 0 0 0 0
FCN1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00987113759686627 0 0 -0.0692949289721968 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00360177542367275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00350511174550691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00795538991951078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0243937913122425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.155038579431404 0 0 0 0 0 0 0 0 0 0 0 0 -0.0285792988447702 0 0 0 0 0 0 0 0 0 0 0 0 -0.0394728716252489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VCAN 0 0 0 0 -0.0141385984438658 0 0 -0.0435228739494504 0 0 0 0 -0.0261937108348883 0 0 0 0 0 -0.0762429341985891 -3.48624173560061e-05 0 0 0 0 -0.00155822518886117 0 0 0 0 0 0 0 -0.0472256965170677 -0.0336254972942852 0 0 0 0 -0.0694577722544358 0 0 0 0 0 0 0 0 0 0 -0.0740226140954417 -0.0102946898327404 0 0 0 0 0 0 0 0 0 0 -0.00334338648025328 -0.0385345352353086 -0.085729797931047 0 -0.0109667340376366 0 0 0 0 0 0 0 0 -0.00219834224014685 0 0 0 0 0 -0.107485417401554 0 0 0 0 0 0 0 0 0 -0.0253938823658623 -0.000329155004858852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0346314532666499 -0.0102740257392696 0 -0.0323989111059302 0 0 0 0 0 -0.0357552122570214 0 -0.0454535092725056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0152321096122519 0 0 0 0 0 0 0 0 0 0 0 -0.000145316378180447 0 0 0 0 0 0 -0.00272216497771459 0 0 -0.0457667863493386 0 0 0 0 0 0
MAFB 0 0 0 0 0.0187330644079224 0 0 0 0 0.0684911025926061 0 0 0 0 0.00484550297249992 0 0 0 0 0 0 0 0 0 0 -0.00718866865455239 0 0 0.23189548224646 0.103971502577741 0.126068803520158 0 0 0.0102860229287467 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0649311411840337 0 0.000137438556403496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00470842786696312 0 0 0 0 0 0 0 0 0 0.0997527034870953 0.180993782487908 0 0 0 0 0.33192590214591 0 0 0 0 0 0 0 0 0 0.19370018329219 0.294337250795169 0 0.146796852099431 0 0 0 0 0 0 0 0 0 0 0 0 0.407265802606218 0 0 0 0 0 0 0 0.00625493357706456 0 0 0.044050972497941 0 0.116571156769453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0574782706409548 0 0 0 0 0 0
CD14 -0.125390459492217 0 -0.0702591513042779 -0.0406266132425051 -0.0233163939199548 -0.0037429952338899 0 -0.054311349844854 -0.100288303132663 -0.245542027390335 -0.220407350723181 -0.174090905027373 -0.206958092556105 -0.0429981523853533 -0.233788993647334 -0.0409554646390512 0 0 -0.257946512817347 -0.116342933570153 -0.0124102004421419 -0.0928470767319065 0 -0.0862118095443888 -0.0951806318723829 -0.046360880169731 -0.129424142343985 0 -0.464393436353465 -0.311903415619263 -0.120679742139549 -0.117152778640614 0 -0.252367833828061 -0.0660857294926107 -0.0196771485671222 -0.0575723143456608 -0.0238113577449412 -0.175903180808907 0 -0.158704729187705 0 -0.169798221718937 -0.102611922185437 0 0 0 -0.0166666263240285 -0.154501496845591 -0.134201448442708 -0.109292064613215 -0.0558080023364767 0 -0.270061161163474 0 -0.0998751564917271 -0.167074236604409 -0.0261428850969202 -0.153197686632336 0 -0.100984172063952 -0.189946277643381 -0.260753875000323 -0.0893047197120274 -0.175328402923549 -0.139325370364929 0 -0.0118293485590665 0 0 0 0 -0.0700238728321454 -0.0821072594460314 -0.124201908331087 -0.134544765733807 -0.0446946473810446 -0.08833827025656 -0.119960782381635 -0.149759097016708 -0.164794348165547 -0.206125245231236 -0.0666105832198034 -0.18838796332299 -0.281670897657483 0 -0.0967410645304428 0 -0.230283891622792 -0.0193153519977526 -0.0900825331845608 -0.0218236872380194 -0.317022364167997 0 -0.133722594843252 -0.115792108834932 -0.0752389693958771 -0.467377844183493 -0.12200446717316 -0.0294485292249116 -0.0948183547120798 0 0 0 -0.117513295785948 -0.0509654102174665 0 -0.413984669386417 -0.363788784203194 0 -0.437601261416318 -0.203219674498613 -0.0994851297331656 0 0 -0.103710960729088 -0.236763393532131 0 -0.0125035873919662 -0.0732172610112658 -0.174340658141161 0 -0.165301221039559 -0.0999634189760971 -0.100120810389878 -0.174241698495079 0 -0.0956538374954908 -0.147578384419444 -0.10384456708551 0 -0.143256684084007 0 0 -0.336478701591976 -0.178094817896527 -0.0708662218141264 -0.14772329259862 -0.000521502103954111 -0.0184076583604063 -0.164454807251558 -0.199340124001373 -0.0618046298178229 -0.0959754935762135 -0.0267303057971843 -0.0592476180573953 -0.0366529139002269 -0.021154254966904 -0.0138324283625373 -0.277707542070643 -0.0180723870487723 -0.12674721682056 -0.150896956173355 -0.155362884206343 -0.130548031799156 -0.0889208195139242 -0.022917757199044 -0.199684833778699 0 -0.0106170426400193 -0.121391360554205 -0.180684310871011 -0.140458410102418 -0.176972289664707 -0.0985437815803184 0 0 0 0 -0.00164721238594409
DUSP6 0 0 0 0 0.299386591869672 0.0285564276307154 0.0100523762526853 0.0283439803477287 0 0.067730461970741 0 0.00240359596343813 0 0 0.1209840741675 0 0 0.00181341053004136 0 0.309480916398044 0 0 0 0 0.0978967623197694 0 0 0.0333476929386079 0.0831358605018416 0.0130697647600531 0.131151452933095 0.105405210991863 0.194411315038851 0.188643558382464 0 0.03649169336188 0.0370093361018939 0 0 0 0 0 0 0.00397730324411268 0 0 0 0 0.0898920534014874 0.199467814425186 0.0803783819124063 0.0393239266989976 0 0.044977698349043 0 0.0147413512373214 0 0 0.100962376594542 0 0.0932943046432996 0.0499359972280517 0.0686520782673474 0 0.118236659204414 0 0 0.0503200372502969 0.0262232506851497 0.038799831279753 0 0.027907076279214 0 0.00877415143866016 0.110936046859016 0.000347684634120724 0.0240807791971748 0 0.11084296265378 0 0 0.0895186983787251 0.0206828100491819 0 0.0826919269625768 0 0 0 0.0824338034569799 0.0243827563316381 0 0.235125721491523 0.00954787750524085 0 0.0396431461353668 0.104597057633408 0 0.018869980071214 0 0.021184590143201 0 0 0 0 0.0182606115200576 0 0 0.0489147467974472 0.058413901145674 0 0.136172553765797 0.0330924792065037 0 0 0 0.257328794657037 0.107656624698185 0 0 0 0.15279829489141 0 0 0 0 0.0397799914842688 0 0 0.00352795835131143 0 0 0.113258865332039 0 0 0.0125749583844422 0 0.115948253405839 0 0.0492986329563662 0 0 0.14879787789735 0 0.030036191985068 0 0 0 0.0670193882720931 0.000477342479479864 0.106610079767711 0 0.115889532613739 0.0378779797118914 0 0.12266553419165 0 0 0.0528756715320252 0.200321548512026 0.0211943165732293 0.0553543337007486 0 0.0133235212782624 0.241579560415001 0.0173469799067072 0.0299165609030251 0 0.0517207035172919 0.000553319051621797 0.0293662940618663
