0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
(Intercept) 0.927457135354116 0.716142892407922 1.03015209217603 1.07954724020062 0.815411067277049 1.87275239005936 2.02474243776737 0.390591803359395 0.502575979903803 2.16769531568179 1.41251260244103 2.18381605501544 0.727682988673599 0.676665169621622 2.08228854961806 1.70704720492517 0.852953652122522 1.28669062904726 0.901852225299821 1.19962124937829 0.779729297343549 1.8997629613637 1.04739002098879 1.30907151834559 1.23418993212358 2.02861142850167 0.623284046216244 2.91584987674447 2.93752679837411 1.6299177906382 2.063885756096 2.40201191996186 1.01276370832756 1.70618149609123 1.03695450787899 1.12100701726183 1.57718976811091 1.68527202078791 0.819831780904439 0.931145225222387 2.03033710750394 0.816975426587436 1.92558510027532 2.79023293907526 0.932625644433501 0.169087647002143 0.11224355146222 2.03690645640454 1.1198304671709 2.91480786579519 0.654076231454055 1.21670263732218 1.06264168701812 1.14617100780062 4.83246977283006 0.975412553487165 2.15058439850432 0.867451449715961 2.81199585600027 1.39256728511106 2.01931954919507 1.04053454445401 1.87217610101171 0.527745863700366 0.610841789131241 0.960941071372143 2.32527552841567 1.90770900503434 0.760972905409684 1.98392576515921 2.78604003691777 1.6868367875639 1.98889848690191 1.41648275792565 2.72407644402338 2.20512376437262 0.682260313771426 1.65561827423401 2.7287334911612 1.25989948262013 0.594595874291054 5.67820192506592 2.49463918185385 1.83744254700211 1.95141657354199 0.343261788288992 1.29499251001132 0.260034750250684 1.13442610207744 1.50272103996969 0.636307644683388 2.01122869987052 1.82328078128901 2.09334639258881 1.19369741492225 2.08105114081322 1.28913340659249 1.65797548191587 1.46943406979019 1.53460258967536 0.924349030604479 0.874972772785311 1.43475578718271 0.515978984110095 1.53020375035811 0.969638010013333 1.79632839130253 3.50176682718719 4.29515581421315 0.906748902676468 1.61954271200871 1.31241042130559 0.445571050762265 0.480797052937717 0.380101978375086 1.10851654676199 1.80826439991165 0.214746839429161 1.80945402117147 0.89808565099479 1.11976544013044 0.700272053929593 0.398300981539491 1.03295756628007 2.31244409866472 1.946320760402 1.23401008603614 1.8555842805371 2.26575600239486 1.9857254845833 0.597092078820109 0.668480134456044 0.830171318039158 0.701571691004974 1.86520777102677 1.08395904681264 1.4361557563483 1.07541547555035 1.12683009459398 0.520870553466606 1.58811137281985 1.22503208889115 2.67042146565226 2.44611733294416 2.09357790462422 2.27669966881935 0.787978024635571 1.15825514969211 1.18906639243419 1.75128003781934 0.792552873414708 3.21318877493399 2.47446706714429 1.68218650621644 2.73064587433523 1.59188539760891 1.74403549961787 1.77687589747674 2.54859588561349 2.56147444355543 2.12295816691066 2.74442579756801 1.39699505571276 2.26030802623922 2.03180456080872 1.98190071403765 3.16749211264501 2.60979007503275 2.62597353313391 1.90171404008074
JCHAIN 0.0641621298144023 0 0.0101776500661588 0.0716606127165112 0.0487259849974664 0.0886436379812626 0.0764617668268967 0.00739312416060444 0 0.050801196405424 0.0835487104646394 0.203976349629158 0.0486153990543608 0 0.236687346258182 0.0832331882518288 0 0 0.401227303891789 0.040663248523493 0.0209416540942755 0.0511788963606154 0.0437526533313516 0.107932988964319 0.437823328842651 0.43033860461965 0.116542468942802 0.0164018368973483 0 0 0.0072532790293188 0.127770130721831 0.103362339409414 0.0802449801527389 0.191366484012586 0.00995024050157566 0.0317697473521035 0.131978332070448 0.358968860154209 0 0.164271596682107 0 0.204146548758812 0.184523925088972 0 0 0.324968067243376 0.0905382248984515 0.0552731324986505 0.383868228623426 0.141679028011313 0.114137385701045 0 0 -0.0470332245548258 0.00883568176401051 0.192493046203276 0.0621803043641667 0.127813660237873 0.0427220478563549 0 0 0 0.351247192096126 0.06477264965165 0.0535074455609219 0 0.0585188405975373 0.016272957158171 0.35936094283922 0.0132603271129345 0.0893477632997007 0.137257761310753 0.0118727659819018 0.159937992668044 0.153046805138926 0 0.0910431290020115 0.134831771509559 0.525696263771189 0.140638037464048 0 0.179788382800164 0.289613873966282 0.067929239403716 0 0.0215824185286239 0 0.0211858281076118 0.0944600328884568 0.207984457077111 0.0582807546684329 0 0.0844259170339072 0.0626602704690574 0.133506479490068 0.172916379912795 0 0 0.0551071010856718 0.150978937979844 0 0.0564584405032944 0 0.131785647783432 0.0396234748849979 0.0423805181914406 0.0773011463262697 0.094631358576235 0.135112456644764 0.135970587872356 0.20886396756816 0.0379591463819933 0 0.0827847625962584 0.0391126291325297 0 0 0.531166480858323 0.024947296653222 0.0453897474508862 0 0 0 0.147886178123375 0.043101147004296 0 0.10790324393054 0.121022890378245 0.102008775742087 0 0 0 0 0.324045642485318 -0.0348104692412121 0.181415795709027 0.196421568736761 0 1.09397230899815e-06 0.115539054470787 0.147999572465926 0.149912332733695 0.128584721404313 0.0520676579228207 0.10673947718359 0.0354380291282632 0.081679055967492 0.0106203967192652 0.0489039124804108 0.064195466419808 0 0.0900426226761129 0.148123199115886 0.147432506864049 0 0.0781645148276091 0.0726852606430422 0.15290576204089 0.0322481088752803 0.395526540138602 0.139316044632081 0.0235526723210236 0.206669311525535 0.118988543343221 0.0447261604992493 0.000911138720997724 0.00716066132479441 0.0397434978172402 0.0747277780429527
IGHA1 0.113663403385935 1.31646827203144e-05 0.0335077452376055 0.0308818705171511 0.125147060299065 0.0731972689708837 0.0925014015503722 0.00902247643436046 0.0653056292951482 0.0211597945000373 0.111492447900322 0.0432149815523066 0.0387944157344281 0.0288995312117576 0.169684479675988 0 0 0.0345082501320026 0.188304919832588 0 0.0720034278092666 0.187019034262472 0 0.0750271345235311 0 0.181019377519083 -0.0088446868773508 0.135616821404768 0 0 0 0.151276657815334 0.0169555737522662 3.11744848722954e-06 0.0788974656228862 0 0.143793619519276 0.0678781584191828 0.0438511142626062 0 0.124242001086829 0.0638127598383455 -0.0642132810433375 0.0534887200587747 0.186946222156034 0 0 0 0.069046346001029 0.325281870485281 0.0449186842918137 0.092167037081737 0.0879017009904619 0.0981460113859754 -0.0183478245604647 0.0146053165398269 0.108243491553766 0 0.0477979234077206 0.347038317073867 0.325207918177705 0.148677855622287 -0.202800168167677 0 0 0.0532644365401151 0.113859651065493 0.0474093832810659 0.0840661286554302 0.272215193970773 0 0.167421171828223 0 0.105267911364485 0.0653974314812193 0 0.422334497602559 0.159495039685176 0.0958979405647731 0.167358698748 -0.00131188022895949 0.0317581757597878 0.776369060058391 0 0.0185594622260348 0 0.1159163282239 0 0 0.0781278301593514 0.0300556053807552 0.138769758175293 0 0.0249878108008294 0.0825376782693933 0.0563621284884982 0.0725448194279113 0.0218278647908419 0.127290524093706 0.111307127826048 0.0763594812590875 0.193429897467152 0 0 0 0.0817777664273602 0 0 0.184902339789302 0 0.0501289920367457 0.0668937076868394 0.0416123891545204 0 -0.550625226241665 0.100729757279339 0 0 0 0.0566154049362044 0.136015822160241 0.0289960427155568 0 0.14195702176877 0.0874505875413382 0.0312781244242096 0.169343513279246 0.156862832123815 0.171110423620065 0.161731098836308 0 0.0502744423517946 0 0 0.227696081264477 0.186649997654682 -0.234040431024417 0.0131658354317865 0.0248681087625197 0.0739362657805493 0.0970877221204375 0.147181680161548 0.0697754775011634 0.185724635728273 0.0428577086908157 0.156264701469062 0.0607903680947541 0 0.13427069937206 0 0.156071848585308 0.022345217769115 0.0766637564903213 0.132458377707135 0.419490695114995 0.0259772181017255 0.136983772472698 0.124624848566353 0 0.184900971370791 0.0874875062869625 0.112412014851219 0.11566602625636 0.140637003390931 0.167195774262885 0.0889709481300819 0.0742464700322034 0 0.0465526784493874 0.133495303892728
IGHV4-34 0 0 -0.004140444173093 0 0.00352255934334642 0.00835585370940659 0.0256486853782857 0 0 0.0102790824775777 0.00186016139804009 0.0211268336257597 0 0 0.0130185583510334 0.0040955525729028 0 0 0.0640536078607146 0.00733792624370172 0 0.012120157853312 0.00340387867640495 0 0 -0.00837786632893074 -0.00556195139001255 0.00684470488374849 0 0.00418996565546981 0 0.00250081956792899 -0.00144966607257263 0 0.00396696165301664 0.0116903924675181 0.0132709208463829 0 0.0236025135804269 0 0.00661223583462753 0 0.00534701145367771 0.00483066870916284 0 0 0 0.0333128389970736 0.00831551158859211 0.0467364036417129 0.043287214512925 0 0 -0.0142801767057383 0.00466163982570335 0 0.00770071058483602 0.0149443649949887 0.0100234409415013 0.00775101866270929 0.000704844055266529 -0.00115100563169222 0.0488240463412193 0 0.00943619029149021 0 0 0.0147741916236215 0 0.00489679391671169 0.0215309374292 0.010572025477045 0.0215406048450974 0.0230542857181114 0.021194675394757 0.00566898916972083 0.0679234897579268 0.00886610390798532 0.00267539575129586 -0.0169179951323823 0.034045454335335 0.00696872995446556 0 0.0118953287689147 0 0 0.0156517496731931 0 0 0 0.0299294499240321 0.0173473872516756 -0.000872301903195992 0.0133645744276757 0.0149275080605639 0.031636716659157 0.000437899191620732 0 0.0189407211621406 0.00964532808441622 0.0289494319449427 0 0 0 0.00782663538434072 0.0162711456674968 0 0.0105955878784028 0.0282738024543904 0.0229067471110676 0.00934228583868157 0 0.00894516744517264 0 0.0928119431625663 0.0158444511429928 0.0153420147794253 0 -0.0177792546667437 0 0.0024236171832652 0 0.0589583727126241 0.0357916741975802 0.00615420722821591 0 0 0 0.0156019207504571 0.0306316829207036 0 0 0 0 0.0142264110223365 0.0352439710594086 0.0333388904780638 0.00194191823969316 0 0.00155220729121478 0.0155682659711304 0.0021495821750465 0 0 0.0168365774160502 0.00849070774742014 0.0344011096885298 0.0079979523706639 0.00300207962497452 0.00350132010870494 0 0.000881319463377903 0.0179062653712904 0.0166025950071358 0.0424032297035344 0.0344951949474297 0.017870961616214 0.0120862836424716 0.00613343180241996 0 0 0.0128392776128118 0 0.0253584695896344 0.00167467212963689 0.0047170965895738 0 0 0 0.00589165607532318
IGKC 0 0 0 0 0 0 0 0 0 0 0.0058536620216522 0 0 0 0 0.293582346732859 0 0 0 0.0626148964690836 0 0 0 0 0 0 0.131679549726852 0.193358374471239 0 -0.0682223215344007 0.113121664170488 0 0 -0.0542683099352997 0 0 0.0142659888135941 0 0.0802286417865319 0 0.00204084046787523 0 0 0 0 0 0.0689487830355693 0.160075099773975 0.00840644541362099 0 0 0 0 0 0 0 0 0 0.0749055707193547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00056547382307803 0 0 0.0537229135263557 0 0 0.187240742962895 0 0.0219950998559514 0 0.0124234366069065 0 0 0 0 0 0 0 0.0511175683229141 0 0 0 0 0 0 0 0 0 0.10800887373285 0 0 0 0 0.0124027413703649 0 0 0.0240694391046089 0.0727140477097713 0.0234018174740236 0 0 0 0.0421977056061444 0 0 0 0 0.137284155424554 0 0 0 0 0 0 0 0 0 0 0 0.0181006673276651 0 0 0 0.005004065414525 0 0 0 0 0 0 0 0 0 0.00075355902832018 0 0 0 0 0 0 0 0 0.0351162036710795 0 0 0.0137895004376391 0 0 0 0 0 0
IGHG1 0.296626520338012 0 0.101291784697213 0 0.367282778573415 0.108724364787448 0.129989662640539 0 0 0.354902851092581 0.320763840356801 0.241688477355028 0.118658630496089 0 0.287674224136802 0 0 0 0.355526124535444 0.0830415092428974 0.0390271018394849 0.127373373810622 0.0703706337153294 0.255474728535512 0 0.374627772006956 0 0.0165878760821372 0.0918396698928475 0 0 0.273328332921304 0.0975495118395231 0.36885625797433 0.304754432362515 0.222265333371334 0.272117723771367 0.329148581574198 0.049105079523883 0.0228843885474706 0.207359757318259 0 0.172172264497573 0.117177397379075 0 0 0 -0.0578376513608058 0.1815759739624 0.0751400350679154 0.0577811996898292 0.181919570159573 0.151278986283223 0.0607562718344999 0.625725707363541 0.110006856852898 0.335044671759045 0.112606815504722 0.248659154008922 0.102630575640753 0.132973752461928 0.0500182579662493 0.0559345105450714 0 0 0.140463623633893 0 0.0493097104784756 0.148689474971174 0.371477252483925 0 0 0.173998407992029 0.0894296995025689 0.206416619525596 0.169215057274462 0.0912355595211266 0.171499302904724 0.133172884845309 0.242498601707603 0.154634565960472 0.206490518036428 0 0.174750458988424 0.174352933254343 0 0.20314058387935 0 0.0661487953015096 0.181935026732875 0.108176980073707 0.530347833203236 0 0 0.108455684369317 0.264350847404694 0.291387968048743 0.0894825961912118 0.0855543302728705 0.318780219306697 0.409636752434559 0 0.191402769919964 0 0.314831330244091 0.0165651308611614 -0.00836282358817107 0.216246275442571 0.669769534511292 0.0729103197324322 0.0778009097916836 0.223994068709484 0.0343567167459312 0.141329828778613 -0.265392217292264 0.0738367667517607 0.117578858731061 0 0.012668943166983 0.072735276677692 0.173200993982679 0.162014753511143 0.0261058411761082 0.208908383646941 0.254379083384016 0.28685615260388 0.0337637381898557 0.119119168476541 0.194728482067521 0.250754637141377 0.164575076273506 0 0.0342850573711202 0 0.538954311499052 0.22830514648117 -0.100830692718129 0.157334060124963 0.0505324309915712 0.0131348195665713 0.218178581593296 0.260613325211762 0.181759155203994 0.145410053458475 0.234616824693615 0.180580926313421 0.231643643435148 0.0779954079262629 0.0463067885040413 0.274739022491371 0 0.214606691230096 0.241200405421844 0.23233449040338 0.25915619021365 0.263601026390155 0.0953592648175522 0.128069019294193 0.23129121484867 0.134828365342346 0.459849259850494 0.140913383471459 0.039373194930595 0.14581895633936 0.142806303551296 0.106097509264533 0 0 0.041649217573427 0.0758752472234982
IGLC2 0 0 0 0 0 0 0 0 0 0.0207095733957657 0 0 0.0170398867427581 0 0 0 0 -0.00285226150134334 0.126575361996892 -0.00739693808332426 0 0 0 0 0.0634808609135761 -0.000117942438367122 0.00532524828514112 0.0137073477719005 -0.0543110515500679 0 0 0 0 -0.00497009717600156 0 0 0.0117993159092886 0 0.12551119412656 0 0 0 -0.0272752080907179 0.039936085291409 0 0 0.032606486433481 0.113782593225677 0 0.0622662674415897 0.0704016775417513 0.0200531371360382 0 0 0 0 0.00586791188503493 0.011082532465727 0 0 0 -0.0131288588524538 0.119453489591818 0.137162418697659 0 0.00826945204559075 0 0 0 0.00721220702992584 0 0 0.0373734698589196 0 0 0 0 0 0 0.0368361359689721 0.109251608711678 0 0 0 0 0 0 0 0 0 0.0253999515274868 0.011936715660619 0 -0.0043060478097023 0 -0.0241085275026198 0.00132509002985408 -0.0425126088993236 0 0.00305019720036924 0 0 0 0 0 0 0.0269516659015958 0 -0.0143498657858739 0 0 -0.0116241137884394 0 0 0.0551942191598083 0 -0.0125563442266099 0 0.144952050293563 0 0 0 0.0381825932223224 0.0118498291367583 0 0 0 0 -0.00262763970041974 0.0125814721760869 0 -0.0121875989108773 0 0 0 -2.81831043925352e-05 0.056983908038321 -0.017618508652634 0 0 0 0.00386630512000515 0.0652450920781932 0 0 0 0 0 0 -0.0406375515978183 0 0 0 0 0 0 0 0 -0.0618441580440566 0 0 0 0 0 0 0 0 -0.0384954394355987 0 0
IGKV4-1 -0.00285404030720722 0 0 0 0 0 0 0 -0.00203825728628872 -0.00961531975674385 6.77806848568629e-07 0 0 0 -0.0164374797990198 -0.0138849347122306 0 0 -0.00295656452497956 -0.0247314301566043 0 -0.00707316544152125 0 0 0 -0.0116457350529206 -0.0186798920405973 -0.00953025962823953 -0.0014356715460197 -0.00346655073983506 -0.0137368427290452 -0.0224081102218844 0 0 0 0 0 -0.00952019457912298 0 0 0 0 -0.00905150920599621 -0.00383380829203314 0 0 0 0.0329344273902936 0 -0.00583176986774069 -0.00866660111083073 0 -0.0121100613272904 0 -0.041742214485258 0 -0.0147661073281487 0 -0.00501315858237692 0 0 -0.00591837301339273 0.012726215612624 0 -0.000671221703477705 -0.00556663950534445 0 0 0 0 0 -0.0111856395395653 0 -0.00560570620253722 -0.0146307224333445 0 -0.00407545188629792 -0.0211650884752102 -0.00862612638692192 0 0.00369299410502318 -0.00196019684124086 -0.00929999908469822 0 -7.35918281805524e-07 0 0 0 -0.00180831867824859 -0.0103893431369998 0 -0.0244835028233805 0 0 0 -0.018073978762448 0 0.00651460172908844 -0.00865961671557936 0 0 0 0 0 0 0 0 -0.000423315455999618 -0.00220076360660254 -0.00128152259722832 0 -0.00350361508456419 0 0 0.0109373947887075 0 -0.00672364701982817 0 0.00332520781474682 0 0 0 0 0.00591595400861322 -0.00956840034474956 0 0 0 0 0 0 -0.00114189512162328 0 0 -0.00282271920284139 0 0.00295728609997435 0 0 0 0 0.00672472900778779 -0.0158188116706491 0 0 0 -0.00639331265958629 -0.00359214407929528 0 -0.00135657457213734 0 0 0 0 -0.00940964361350678 0 0 0 -0.0210250779765189 0 -0.0273714522522334 -0.00646317365564956 0 -0.00760315763534641 -6.65318316009888e-05 0 0 0.000500448981228123 0 0
MZB1 0 0 0 0 -0.16059739011568 0 0 -0.00526035524743452 0 0.00298165494454551 0 0 0 0 0.0484057981899783 0.250895632856698 0 0 0 -0.116172704189767 0 0 0 0 0 -0.154030408447584 0 0.0415348461498947 0 0 0 -0.0959244065604808 0 -0.124385789217828 -0.0312639959443768 0 0 0 0 0 0 0 0 0 0 0 0.360004039740081 0.239917459482161 -0.0354802810760212 0 0 0 0 -0.0222329035190245 -0.0115742671152336 0 -0.0252841778022582 0 0 0 0 0 0.0408359508408273 0 -0.0241227327721549 0 0 0 0 0 0 0 0 0 -0.0895027271560751 0 -0.0990380358778365 0 0 0 -0.0356525958106676 0 0 0.0233235009990365 -0.0251364582452022 0 0 0 0 0 -0.0236223567625342 0 0 0 0 0 -0.0211314136129161 0 0 0 0 0 0 0 -0.0980281221223317 0 0.152696318152322 0 0 0 -0.0391492425840879 0.0472030368817949 0 0 0.342458344552639 0 0 0 0.0503099411470571 0 0 0 0 -0.0816645423531688 0 0 0 0 0 0 0 0 0 0 0 -0.583341309089932 0.0326353364602202 -0.0685653331041324 0 0 0 -0.0271597906872528 0 0 0 0 0 0 0 -0.0631583033354429 0 0 0 -0.122961788500574 0 0 0 0 -0.157944499408335 0 0 0 0 -0.101353346265231 0 0 0 0 0 0
IGLC3 0 0 0 0 0.0151547480590136 0 0 0.0117435068489342 0 0.00577932036773437 0 -0.0153812380066177 0 0 0 -0.0486334231596484 0 0 0.173325268246319 -0.0133370166819631 0 0 0 0.018140805476798 0 0.0163336735793944 0 -0.0941798489842282 -0.00695212423794645 -0.0347916771507188 -0.0753159052358108 -0.0154250989578137 -0.00289848412857208 -0.0814333638235814 0.0283807053061964 0.00933770002302386 0 0 0.091897984967434 0 0 0 0 0.0164588262237272 0 0 0.108854499403732 -0.00625809351844668 0 0.118498857386379 0.00398177310386111 0.0196668459570459 0.0450561816893144 0.0123862194312106 0.0106512564428249 0 0 0 0 0.00751890694315016 0 0 0.0358052027967634 0 0 0 0 0.0302047287878133 0 0.0972466275540316 0 0 0.0339903813825211 0 0 0.0148763321323329 -0.00250607487691468 0 0.00731634392616208 0 0.114760708852425 -0.0819510142295437 0 0.0837037910444201 -0.0254170616892682 0 0 0 0 0 0.0535861308616403 0 0 -0.036771363676131 0 0 0 0.072861027706797 0 0 0 0 0 0 -0.00695076535159581 0 -0.0791713835813685 -0.0399061840145743 -0.0212137703840176 0 -0.00732419645536169 0 0 0 0.185167465587311 0 0 0 0.01724623396878 -0.0184106510366883 0 0 0.0529643228089234 0 0 0 0 0 0 0 -0.0187922746044827 0 0 0 -0.0156384146764212 0 0.0596928843934992 0.0193053663150921 0.0306308145478814 0 0 0 0.144467815059189 0 0 0 0 0 0 0 0 0 0 0 0.0261478943591378 0 0 0 -0.0570197977411014 0 0.0174785029592469 -0.000853998415002519 0 -0.0138540228637173 0.0049952726897881 0 0 -0.0517958734217151 0 0
