0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.782436172003248 2.34313023728855 0.365569278772188 2.76075062491129 1.31094766221897 1.07232035964411 1.09738719458342 1.2871974115001 1.31905518010077
CCL5 0.00399303084048597 0.0282617451808596 0 0.0501097126516276 0.0183892124013344 0.0108155683836694 0 0 0
CD8A 0 0 0 0 0 -4.04713860543113e-05 0.149087620184584 0 0
CD8B 0 -0.453299609512392 -0.0120714266052858 -0.0504220506234333 -0.013191526915439 0 0.392283542107186 0 0
GZMH 0 0 -0.0329757565402803 0.0527686253015369 -0.022138437316669 0 0 -0.141056250094041 0
NKG7 0 0 0 0.0686243094856064 0 0 0.0753452979471692 -0.000162800181908326 0
CST7 0 0 0 0.0202449985124863 0 0 0 0 0
GZMK 0 -0.0487286751753156 0.0207884016738462 -0.00729045551441695 -0.0106184877777231 0 0.0422216125221108 0 0
GZMA 0 0.0538491300629682 0 0 0 0 0 -0.0110585473164624 0
CTSW 0 -0.233441576753132 0 0 0 0 0.167813132557374 0 0
DUSP2 0 0 0 0.0406045085887147 0.0128801887397566 0.00536660317551245 0.0707396454146203 0 0
GNLY 0 0.0344630783740594 0.0687112320150053 0 0.00386677160744788 0 -0.056092170849334 0.066246017864611 0
GZMM 0 0 0 0 -0.02228372831759 0 0 0 0
IL32 0 0 0 0 0 0 0 0 0
LYAR 0 0 0 0 0 0 0 0 0.0387060352145856
CD3E 0 0 0 0 0 0 0 0 0
CD3D 0 0 0 0 0 0 0.147029704577194 0 0
CD3G 0 0 0 0.217480002503768 0 0 0 -0.188676648211786 0
FGFBP2 0 0 0 0 0 0 0 -0.0087503742960224 0
CMC1 0 0.0833405889218971 0 0 -0.0258088904370048 0 -0.121386101763095 0 0
C12orf75 0 0 0 0.0335705238722899 0 0 0.011576293799958 -0.0915655080642095 0
KLRD1 0 -0.0790939319528077 0 0 0 0 0.141403502100704 0 0
KLRG1 0 0 0 0 0 0 0 -0.0765608697980321 0
GZMB 0 0 0 0 0 0.00954404143435082 0 0.200855879268539 0
SYNE2 0 0.226454683160148 0 0.0425203897857519 0.0170000814084819 0.000656315336233992 0 0 0
HOPX 0 0 0 -0.228143292903851 0 0 -0.0882219000047412 0 0
IFITM1 0 0 0 0 0.00243399322377415 0 0.00870844654161802 0.0354660811051834 0
LITAF 0 0 0 0.00140750283312309 0.115870239882835 0.0218560758771854 0.0317805939896249 0 0
CD99 0 0 0 0 0.0266407210706472 0.00312437254823759 0 0.0453849309610083 0
HCST 0 -0.0156704516493992 0 0 0 0 0 0 0
TUBA4A 0 0.207666413020429 0 0.144249629309421 0.0590784947352773 0 0 0.00115936806209752 -0.0099161171632133
LTB 0.0169518017169109 0.029524510034746 0 0.122663990220755 0.0647222337592249 0 0.0790815727051437 0.0816348208601165 0.0500645490466831
IL7R 0 -0.0358699102284788 0 -0.00746288518301867 0 0 0.0329144106298446 0.0048350911509185 0.0477924664287607
MAL 0 0 0 -0.00349308240005141 -0.0881451846113426 0 -0.097869253749853 0 0
NOSIP 0 0.107240160383359 0 0.0685474338248907 0 0 0 0 0
LDHB 0 0.211600997637649 0 0.133201328589077 0.0127780107416116 0 0 0 0
TCF7 0 0.00170104472469123 0 0.16108291651201 0.0186967145348695 0 0.033287203115332 0 0
FLT3LG 0 0 0 0 -0.0804979571857428 0 0 -0.0460681079027842 0.0708010249604572
LEPROTL1 0 0 0 0 0 0 0 0 0
