0005-anti-human-CD80 0007-anti-human-CD274 0008-anti-human-CD273 0009-anti-human-CD275 0161-anti-human-CD11b 0021-anti-human-CD252 0022-anti-human-CD137L 0023-anti-human-CD155 0024-anti-human-CD112 0026-anti-human-CD47 0027-anti-human-CD70 0028-anti-human-CD30 0031-anti-human-CD40 0032-anti-human-CD154 0033-anti-human-CD52 0034-anti-human-CD3 0046-anti-human-CD8 0047-anti-human-CD56 0050-anti-human-CD19 0052-anti-human-CD33 0054-anti-human-CD34 0056-anti-human-CD269 0060-anti-human-CD90 0061-anti-human-CD117 0062-anti-human-CD10 0063-anti-human-CD45RA 0064-anti-human-CD123 0066-anti-human-CD7 0070-anti-humanmouse-CD49f 0071-anti-human-CD194 0072-anti-human-CD4 0125-anti-human-CD44 0081-anti-human-CD14 0083-anti-human-CD16 0085-anti-human-CD25 0087-anti-human-CD45RO 0088-anti-human-CD279 0089-anti-human-TIGIT 0100-anti-human-CD20 0101-anti-human-CD335 0102-anti-human-CD294 0123-anti-human-CD326 0124-anti-human-CD31 0127-anti-Human-Podoplanin 0134-anti-human-CD146 0135-anti-human-CD324 0136-anti-human-IgM 0138-anti-human-CD5 0141-anti-human-CD195 0142-anti-human-CD32 0143-anti-human-CD196 0144-anti-human-CD185 0145-anti-human-CD103 0146-anti-human-CD69 0147-anti-human-CD62L 0149-anti-human-CD161 0151-anti-human-CD152 0152-anti-human-CD223 0153-anti-human-KLRG1 0154-anti-human-CD27 0155-anti-human-CD107a 0156-anti-human-CD95 0159-anti-human-HLADR 0160-anti-human-CD1c 0162-anti-human-CD64 0163-anti-human-CD141 0164-anti-human-CD1d 0165-anti-human-CD314 0166-anti-human-CD66b 0167-anti-human-CD35 0168-anti-human-CD57-R 0169-anti-human-CD366 0170-anti-human-CD272 0171-anti-humanmouserat-CD278 0174-anti-human-CD58 0175-anti-human-CD96 0176-anti-human-CD39 0177-anti-human-CD178 0179-anti-human-CX3CR1 0180-anti-human-CD24 0181-anti-human-CD21 0185-anti-human-CD11a 0186-anti-human-IgA 0187-anti-human-CD79b 0189-anti-human-CD244 0196-anti-human-CD235ab 0205-anti-human-CD206 0206-anti-human-CD169 0207-anti-human-CD370 0208-anti-human-XCR1 0215-anti-human-CD268 0217-anti-human-CD54 0218-anti-human-CD62P 0224-anti-human-TCRab 0245-anti-human-CD106 0246-anti-human-CD122 0247-anti-human-CD267 0353-anti-human-CD41 0355-anti-human-CD137 0356-anti-human-CD254 0358-anti-human-CD163 0359-anti-human-CD83 0360-anti-human-CD357 0362-anti-human-CD309 0363-anti-human-CD124 0366-anti-human-CD184 0367-anti-human-CD2 0368-anti-human-CD226 0369-anti-human-CD29 0370-anti-human-CD303 0371-anti-human-CD49b 0373-anti-human-CD81 0374-anti-human-CD98 0375-anti-human-IgGFc 0384-anti-human-IgD 0385-anti-human-CD18 0386-anti-human-CD28 0387-anti-human-TSLPR 0389-anti-human-CD38 0390-anti-human-CD127 0048-anti-human-CD45 0392-anti-human-CD15 0393-anti-human-CD22 0394-anti-human-CD71 0395-anti-human-B7H4 0396-anti-human-CD26 0397-anti-human-CD193 0399-anti-human-CD204 0400-anti-human-CD144 0402-anti-human-CD1a 0406-anti-human-CD304 0407-anti-human-CD36 0420-anti-human-CD158 0437-anti-mousehuman-CD207 0576-anti-human-CD49d 0577-anti-human-CD73 0590-anti-human-CD305 0591-anti-human-LOX1 0592-anti-human-CD158b 0594-anti-human-CD133 0597-anti-human-CD209 0599-anti-human-CD158e 0600-anti-human-CD158f 0801-anti-human-CD337 0802-anti-human-CD336 0828-anti-human-CD307d 0829-anti-human-CD307e 0830-anti-human-CD319 0055-anti-human-CD138 0853-anti-human-CLEC12A 0863-anti-human-CD257 0867-anti-human-CD94 0870-anti-human-CD150 0895-anti-mousehuman-Mac2 0896-anti-human-CD85j 0897-anti-human-CD23 0899-anti-human-HLAA2 0901-anti-human-GARP 0902-anti-human-CD328 0908-anti-human-TCRVb13.1 0920-anti-human-CD82 0944-anti-human-CD101 0985-anti-human-CD360 1046-anti-human-CD88 1047-anti-human-HLAF 1048-anti-human-NLRP2 1051-anti-human-Podocalyxin 1052-anti-human-CD224 1056-anti-human-CD258 1057-anti-human-DR3
(Intercept) 0.808835394254435 0.480915652674936 0.97708084192007 0.767747222831362 1.1172637477405 1.45298171504642 1.74398144330118 0.220471212614516 0.216283625513225 2.50286387778698 1.60278663039053 2.38844178416718 0.398444581099113 0.622547738236692 2.91555805425027 2.83549400584767 0.850912085191403 0.401550943180055 1.13516830738571 0.737342125759502 0.820408082048985 1.788759132101 0.790735036414744 1.24908885156649 1.13143980333947 1.54451405171575 0.345714926840621 3.68097990421693 3.50536028576187 1.52393967418256 2.76837487179494 2.90940565590836 0.776631921576637 1.2666005563427 0.955373275041133 1.33627605644644 1.94095008691771 1.46450034357263 0.663192838822604 0.721517296542555 1.98161728373295 0.864427327996615 1.7848523345791 2.95373248279 0.870060976224632 0.111805969923203 0.0702009212524408 3.56814680971 0.751960343848319 2.85679039492852 0.454873435866448 0.899345267562484 0.801635247676864 1.08835023312385 5.49289377728934 0.612258910406424 2.03500556881394 0.69075233321804 2.64801244188371 1.19411421556258 1.79468296716889 0.881744714998287 1.87460265953422 0.182254395533976 0.384409664865686 0.824282873925336 1.74700335088603 1.63452358561586 0.626853311743143 1.66958582195412 1.52485027267358 1.32310032906045 1.96421700132915 1.656158453619 2.76169534433976 2.4494441214194 0.464524358814285 1.46358468736741 2.64256769313554 1.04730924990691 0.251270328003431 5.96216160754072 2.6322671004857 1.76403140872842 1.79304783482623 0.0683759519547309 1.16407577366641 0.140918926353577 0.991963351738479 1.45171349771445 0.241758746413191 1.99674673138911 1.11058146717732 2.46118392575229 1.10575898627115 2.22951749261799 1.25050119405584 0.953846218414908 1.59105954648033 1.49742940539837 0.884581606151102 0.605318709832281 1.27039635851078 0.27395755913885 1.45226500866393 0.697058074715923 2.81994924410261 4.07912016449478 4.51559936159069 0.761957092094381 1.79855382892389 1.34555713182703 0.292899279485596 0.362638895961107 0.0859188263062456 1.49777243974414 2.38169764357329 0.144862108397867 1.5814824486599 1.12141095602213 1.33753060317072 0.37007230425545 0.115648126316693 0.483456621403383 2.29453624318438 2.46166215043727 0.850413176096486 1.95058025552737 2.47428570236005 1.7653500489643 0.570097989588795 0.407620218690042 0.880027571552243 0.363933365192137 2.22555704619049 1.02101101122259 2.10370657581884 0.891007250430187 0.582420379631718 0.339048476182976 1.62997080787993 0.94256249170083 2.61437983763786 2.4200758836884 2.06547577800942 2.11910317575505 0.564581926931614 0.913297254512747 1.16606801916148 1.3567436272031 0.534697444888786 2.2826927366197 2.60571015861807 1.70906397097267 2.61266766848962 1.27962723824591 1.78337281660302 1.91132928523304 2.14781610966671 2.25208228805418 2.33685371204757 2.91438576416627 1.22895362021867 2.53651839331983 2.05633105441214 1.69896781782425 2.85187708637484 2.80237855849352 2.42201165456268 1.55206016444723
JCHAIN 0.0732611663125366 0 0 0.107132053153194 0 0 0.00778089612090103 0 0 0 0.00530267584717577 0 0 0 0.0225757255705897 0.0352090521665281 0 0 -0.0235104113109753 0 0.00590443897905783 0 0 0 0.12258893561984 0.0504958847314799 0.0548341960159317 0 0 0 0.0400920330675337 0.131387739218905 0.0027804473064838 0 0.0758525990461363 0 0 0.104800176247385 0 0 0 0 0 0 0 0 0 0.140686968569622 0 0 0 0 0 0 0 0 0.0536337737845224 0.086479514017684 0.0858467253881268 0 0 0 0 0 0 0 0.0253156299483046 0 0.0731677261860336 0.0521577653095905 0 0 0 0.127025033542701 0 0 -0.0225116803997086 0.0530953980462103 0 0.307107575251994 0 0 0 0 0 0 0 0 0 0 0 -0.00982959810652013 0 0 0.0814530675489423 0 0 0 0.011650591274482 0.0487095449214208 0 0 0.0375686760939137 0 0 0 0.0609917647091852 0 0 0.000792434216340814 0 0.00601712714926916 0.00500281419850734 0 0 0.00951444547496834 0 0 0.0925667969926877 0 0 0 0 0 0.0604566736679241 0 0.0206010030308314 0 0 0.064957240773217 0.0496369611027741 0 0 0 0 0 0 0 0.0133344646856839 0 0 0.0447580878404474 0 0 0.0668775696513787 0.0219308604264963 0.00525273618679929 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0736653480270075 0 0 0 0 0 0.00830534781644907 0 0.0303488916504803 0.0275380435283611
IGHA1 0.182814190219089 0 0.175061672031643 0.0584213335161189 0.175463274956704 0.120358051159174 0.192324026812174 0 0 0.179211891669331 0.261566390596427 0.18884105716577 0.0928068151685286 0.124745240255737 0.458441991059751 0.174437794109487 0 0 1.05046914657162 0.126867045857395 0.155763620982788 0.114480193289921 0 0.0874248822571331 0.0626858866473551 0.387822027037406 0 0.179832325287214 0 0 0.114159611072197 0.00851417626888346 0.0912054282481276 0.0142270841250195 0.31271003787002 0.0247073301093785 0.19118745754137 0.208060118954979 0.643373244390305 0 0.269987194743592 0.131487403502967 0 0.21817059133178 0 0 0 0 0.0148020955896145 0.552685466341616 0.138233859944457 0.232910281907943 0.0146404087990024 0.196066266828181 0.206814764652908 0.0512945656966477 0.325710772942869 0.0962237471752753 0.313580319898807 0.287918535246863 0.353007284514123 0.0999131553898538 0.0620008994470477 0 0 0.113220915689148 0 0.16852611897817 0.0979915498832255 0.370235807644447 0 0.0791964754939111 0.00104724801700021 0.291253401045249 0.254720817375589 0.0321974851196934 0.143877984196469 0.228144790196718 0.206026698516226 0.490963372445247 0 0.13646741569342 1.46498934746846 0.116610750368185 0.10858940608486 0 0.114471360729622 0 0 0.230958509894095 0 0.281901925454088 0 0 0.159993887657749 0.265965234158009 0.268025362406981 0 0.213853712581905 0.26925464544646 0.124915340515786 0 0.259923380697993 0 0.0594466301850594 0.11691522061287 0.0649633945200377 0.0237326776083821 0.253399935064742 0.0297911057012676 0 0.241245238662994 0.149081407310041 0 -0.091429107920823 0.00740033752202768 0.121930919020735 0 0.0670211397876764 0.105833963908204 0 0 0 0.135974146491706 0.20086833275731 0.146371560647698 0.224183308918525 0.206460933103975 0.282014187381508 0.0967198808393932 0.0785600899601566 0 0.112523034464442 0 0.390925894251224 0.684015142128922 0 0.280330763561671 0.0711712772147673 0 0.351059569796155 0.277658221488328 0.172958999508012 0.265210374229618 0.271900296220044 0.208850968392244 0.165098323439508 0.141757208275533 0.199603605707084 0.071075331422282 0 0.203946769213393 0.100525696814639 0.202509001870171 0.582205350830636 0.0262076595087266 0.241926499721218 0.179797076161424 0.153461513884742 0.191293619175827 0.569948053506805 0.0186934694123182 0.0633384426944875 0.255285983363197 0.262177200724238 0.214864801052336 0.14162377605514 0.0527939293376307 0.203573202289982 0.0535593967641526
IGHV4-34 0 0 0 0 0.00440837143069069 0 0 -0.00105145034586684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0197195599607194 0 0 0 0 0.00457400145205617 -0.0236069084355619 0 0.00832101638215232 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0173345218315766 0 0 0 0 0 0 0 0 0 0 -0.00681811937159634 0 0 0.0129935184857803 0 -0.00534062191276753 0 0 0 0 0 0 0 0 0 0 0 0 0.0113686227666209 0 0 -0.0181951701880063 0 0 0 0 0.00612173134758651 0 0 0 0 0 0 -0.00332800837767565 0 0 0 -6.23801774379746e-05 0 0 0 0 0 0 0 0 0 0 0 0.00513357556092363 0.0175443031104275 0 0 0 0 0 0 0.0104382083058264 0 0 0 0 -0.027053351215526 0 0 0 0 0 0 0 0 0 0 0 -0.00817769047231459 0 0 0.0343676962193956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00252091949675892 0 0 -0.00854102828249187 0 0 -0.0463353900579375 0 0 0 0 0 0 0 0 0
IGKC 0 0 0 0.0297742024352188 0 0 0.0212458617354921 0.000985870870963153 0 0.028148029080634 0 0.0142806297569295 0 0 0.0465879714735904 0 0 0.00388576891783432 0.0426765232230402 0 0.0700148376026602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128106472960314 0 0 0 0 0 0 0 0.0653971894125487 0 0 0.0310569650354666 0.186466894746325 0.176651108820767 0 0.0901660155364873 0 0 0.00244518780476751 0 0.00239171342732915 0 0 0.0522150391969934 0 0.129620943574578 0 0 0 0.0889390815449335 0.0478629029888891 0.0888455900280536 0 0 0.154508810003527 0 0 0 0 0.0290195352823103 0 0 0.0360355737090734 0 0 0.151261979045033 0 0 0 0 0 0.104879862454139 0.0556916302377416 0 0 0 0 0 0.0446686656288451 0 0 0 0 0 0 0 0.075472356005453 0 0.234630300441025 0 0 0 0 0.0228449439021354 0.000224913637979938 0 0 0 0 0 0 0 0 0 0.12941626546138 0 0.0186873889635543 0 0.0221914194184057 0 0.0220888411222788 0 0 0 0 0 0 0 0 0.0371478640046506 0.0108968398686066 0 0.0759367590578573 0 0.0242182863282613 0.0778330786839882 0 0 0 0 0.0284227613905967 0 0 0 0.0233941042648772 0.078825605932874 0.00479936854243769 0.130167214193549 0.0127620685358845 0.03593789407644 0 0.0479704995278116 0.132837959564941 0 0.0681631288737707 0 0.00146968905582827 0.0533268905106274 0 0 0.058272859926276 0
IGHG1 0 0 0.0152568858910526 0 0.376088566840196 0 0 0 0 0 0.578908560396029 0.173942967431256 0 0.0871145705295241 0 0 -0.00115435920081593 0 0.444917882131519 0 0 0.138650965111405 0 0 0 0.173319262934989 0 0 0 0 -0.0438966480309054 0.0345591896218807 0.0518026135112866 0 0 0.131970129304613 0 0 0.290932489310042 0.247762538315198 0.0343040874919591 0 0 0.170180807110966 0 0 0 -0.051735826622341 0 0 0 0 0.00776108635353495 0.019401062908535 0.36779063961201 0 0.201392485233934 0 0 0 0.161090183358516 0 0 0 0.0482086509357237 0 0 0 0.166937811594632 0.308946820202863 0 0 0 0 0.241901149560155 0 0 0 0.0658589927590572 0.26339403148386 0 0 0 0.379496445218984 0 0 0 0 0 0.0198236364753058 0 0.113915107535122 0 0 0 0.0233900214841984 0.280973461673432 0 0 0 0.445770231928643 0 0 0 0 0 0 0 0 0 0 0.075919804327071 0 0 -0.0885572102729347 -0.0867973665355728 0 0 0 0 0 0 0 0 0.239371005223469 0 0.0251153120153417 0 0.00512282806084547 0.1497156809119 0 0 0 0 0.284092790305301 0 -0.0073715373528451 0.203641178936204 0 0 0.170292156901746 0.114258767886112 0 0.0812861461889908 0.0887293182739939 0.0769076430773095 0.0348609829277986 0.0281440583358893 0.044744685476724 0 0 0.162136750026075 0.104248679509116 0.295238763005264 0.142956966454309 0 0 0.187952898704565 0 0.125128922413824 0.432912475575816 0.0459414149272706 0 0.0599681352919938 0.0777909786983245 0.060182315144712 0 0 0.0867687573280551 0
IGLC2 0 0 0 0 0 0 0 0 0 0.0662187979632356 0 0 0 0 0 0 -0.00449800226002906 0 0.108991123167148 -0.0394132561293049 0 0 0 0 0 0 0 0 0 0 -0.00930235832291443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024609247179045 0.0251838326002078 0 0 0 0 0 0 0 0.0290885357004911 0 0 0 0 0.0105351967638457 0 0 0 0 0 -0.0538595784297759 0 0 0 0 0 -0.0325931353893229 0 0 0 0 0 0 0 0 0 0 0 -0.0607818794214215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0109959257252216 0.0313405778503541 0 0 0 0 0 0 0 -0.00927254820640879 0.00180636661816845 0 0 0 0 0 0 0.0961652516102723 0 0 0 0 0 0 0 0 0 0 0 0.158480511562083 0.0931510644731798 0 0 0 0 0 0.0013858554205218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.021111052943029 0 0 0 0 0 0 0 0 0
IGKV4-1 0 0 0 0 0 0 0 0 0 0.00403555769533944 0 0.0127133363109188 0 0 0.00558799245469278 0 0 0 -0.0236036093549667 0 0 0 0 0 0 0.0104509280562621 0 0 0 0 0 0.0230379856569561 0 0.00437084515427225 0 0 0.0052010510096886 0 0 0 0 0 0.00750376616248294 0 0 0 0 0.0275234092810752 0 0 0 0 0 0.00147844410940992 -0.0342731086164996 0 0 0 0 0 0 0 0 0 0.000308312524154918 0 0 0 0.0125437736741555 0 0 0 0 0.00875662155300782 0 0 0.0116813750710792 0 0 0.0254224493930905 0 0.00586544194339418 0 0 0.032009736131667 0 0 0 0 0.00539773941431025 0 -0.00402533356935212 0 0 0 0.0127633805301654 0 0 0 0 0 0 0 0 0 0 0.00148148798286141 0 0.00118740843300281 0 0 0 0 0 0 0.00166220465971929 0.00372865871701349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162446731294723 0 0 0 -0.011984266612411 0 0 0 0.0174235723914204 0 0 0 0 0 0 0 0 0 0 0.00312013490232703 0 0.00137813502501638 0 0 0 0 0 0 0.000301333306489484 0 0 0 0.00511779574690807 0 0 0 0 0
MZB1 0 0 0.0329885935154139 0 0 0 0 0 0 -0.0176825961523623 0 0 0 0 0 0.0443412928541589 0 0.0167898441237386 0 0 0 0.0202882080205013 0 0 0.174106268419333 0 0.0527063008195127 0.137869177075771 0 0 0.0107874556875734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0143023157932781 -0.0351994525070622 0 0 0 0 0 0 0 0 0.0240462848797178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0283882885336057 0 0 0 0 0 0 0 0 0 0 0 0.00241151220610251 0 0 0 0 0 0 0.0927971934609263 0 0 0 0.00853563837997059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.173799626201377 0 0 0 0.037829075704281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0629092593447768 0.0321245542404441 0 0.0106160100951588 0 0.00283897882488952 0 0.0431722016653685 0 0 0 0 0 0 0.00519969122966707 0 0.0773670057208293 0 0 0 0 0 0 0 0 0 0 0 0
IGLC3 0 0 0 0 0.0256270296586591 0 0 0 0 0 0 0 0 0 0 -0.0120184420680576 0 0 -0.0209704542610152 0 0 0 0 0 0 0 0 -0.0246211549283707 0 0 0 0 0 -0.0279947113608589 0 0 -0.0223815130496281 -0.00361652241800164 0 0 0 0 0 0 0 0 0 0.0279793525635572 0 0 0 0 0 0 0.00189473689799026 0 0 0 0 0 0 -0.0540217181645155 0 0 0 0 0 0 0 0 0 0 0 -0.0499420223573042 0 0 0 0 0 0 0 -0.00216152428531152 0 0 -0.0202552555133394 0 0 0 0 0 0 -0.00557786166936008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00472810837513419 0 0 0 0 0 0 0.0409672936904093 -0.0267616439013728 -0.0227077244376839 0 0.0124199826534753 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0348737800275456 0 0 0 0 0 0 0 0 0 0.0971489585930684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0171052559767905 0 0
