0032-anti-human-CD154 0072-anti-human-CD4 0047-anti-human-CD56 0034-anti-human-CD3 0050-anti-human-CD19 0081-anti-human-CD14 0046-anti-human-CD8 0083-anti-human-CD16 0390-anti-human-CD127
(Intercept) 0.486730845709621 2.88099903787497 0.692911088782888 3.54243226240931 0.889217285478685 0.97205106766395 1.59511397172352 1.30220560120317 1.23303409480762
JCHAIN 0 0 0 0 0.384702758189401 0 0.194633244018057 0 0
IGHA1 0 0 0 0 0.153434130414182 0 0.193448041896806 0.169700655714419 0
IGHV4-34 0 0 0 0 0.00957825828333887 0 0.0114956801434514 0 0
IGKC 0 0 0 0.16402776066539 0.223967088284471 0 0.244300936829942 0.0786179844082599 0
IGHG1 0 -0.443684998289103 0 -0.202911978580851 0 0 -0.113619055855597 0.00980108057366342 0
IGLC2 0 -0.0475409295452942 0 -0.00707872418444313 0.0404318923795761 0 0 0 0
IGKV4-1 0 0.054250231882339 0 0.0490216710150159 0.0174511419378809 0 0 0.00511525503011809 0
MZB1 0 -0.0387776479122502 0.00087686733843293 0.0108319959372891 0.255352800180807 0 0.129843333508772 0 0
IGLC3 0 -0.0347424531530898 0 0 0 0 0.0764392252104764 0 0
CCL4L2 0 0.145894086978145 0 -0.00603718453521119 0 0 -0.0676082640463883 0 0
IGLL5 0 -0.154085958455143 0 -0.0745720318528349 0.14285525011675 -0.0909838924464119 0 0 0
IGKV3-20 0 0.00133035217871007 0 0.0341587162317055 0.031063555903187 0 0.0200933379508406 0 0
CCL4 0 0 0 0.0260665220215819 0 0 0.0794309159024894 0 0
IGHV3-30 0 0.0031396649290579 0.00875097354755242 0 0.0815297659896917 0 0.00905460435989037 0.02843714822232 0
IGHV6-1 0 -0.0513010703031634 0 -0.0404117755287285 0 0 -0.00591110387307578 0 0
IGHA2 0 0.451465911454337 0 0 0 -0.0305146814246751 -0.158507670142216 0 0
HSP90B1 0 0.0437693214245879 -0.0102373334281373 0.00592472823598393 -0.0165080576420003 -0.0132733857564607 -0.237427192841649 -0.0205907988989881 0
HBB 0 0 0 -0.0407656493719422 0 0 -0.0813444851445274 0 0
IGHG3 0 -0.138435351968357 0.136195604315025 -0.365537017788334 0.289863478713606 0 -0.184489860308735 0.0845419509386934 0.0103808443188879
